Date,Code,ts_code,buy_date,sell_date,gross_return,net_return,future_return,target_up,hs300_return,model,model_label,split,score,pred_label,rank,score_percentile,prediction_weight
2022-06-30,000798,000798.SZ,20220701,20220930,0.0043057051,0.0027115341675645332,0.0043057051,1,-0.15249517186129113,logistic_regression,逻辑回归,test,0.5899558771853861,1,17,0.996244131455399,0.04992353840724621
2022-06-30,300149,300149.SZ,20220701,20220930,-0.1524822695,-0.15382756518419827,-0.1524822695,0,-0.15249517186129113,logistic_regression,逻辑回归,test,0.5898227403603559,1,18,0.9960093896713615,0.0499117750852841
2022-06-30,000707,000707.SZ,20220701,20220930,-0.471250741,-0.47209004390843134,-0.471250741,0,-0.15249517186129113,logistic_regression,逻辑回归,test,0.5888665472064158,1,19,0.995774647887324,0.04990001176332197
2022-06-30,000762,000762.SZ,20220701,20220930,-0.2447058824,-0.24590478819293038,-0.2447058824,0,-0.15249517186129113,logistic_regression,逻辑回归,test,0.5812757392541295,1,20,0.9955399061032864,0.04988824844135985
2022-06-30,600083,600083.SH,20220701,20220930,-0.170984456,-0.1723003824913768,-0.170984456,0,-0.15249517186129113,random_forest,随机森林,test,0.5940448746938842,1,1,1.0,0.05011175155864017
2022-06-30,300247,300247.SZ,20220701,20220930,-0.0395480226,-0.04107258291723803,-0.0395480226,0,-0.15249517186129113,random_forest,随机森林,test,0.5869033770568626,1,2,0.9997652582159624,0.05009998823667804
2022-06-30,002337,002337.SZ,20220701,20220930,0.1911421911,0.18925144782551073,0.1911421911,1,-0.15249517186129113,random_forest,随机森林,test,0.5855760341791676,1,3,0.9995305164319249,0.05008822491471593
2022-06-30,300343,300343.SZ,20220701,20220930,-0.2806451613,-0.2817870193698475,-0.2806451613,0,-0.15249517186129113,random_forest,随机森林,test,0.584425068838357,1,4,0.9992957746478873,0.0500764615927538
2022-06-30,603929,603929.SH,20220701,20220930,-0.0435992579,-0.04511738754426364,-0.0435992579,0,-0.15249517186129113,random_forest,随机森林,test,0.5808226223735897,1,5,0.9990610328638497,0.05006469827079168
2022-06-30,000034,000034.SZ,20220701,20220930,0.0435914118,0.04193488123805822,0.0435914118,1,-0.15249517186129113,random_forest,随机森林,test,0.5793701494476493,1,6,0.9988262910798122,0.05005293494882956
2022-06-30,600160,600160.SH,20220701,20220930,0.0554711246,0.05379573693833706,0.0554711246,1,-0.15249517186129113,random_forest,随机森林,test,0.578935705443185,1,7,0.9985915492957746,0.050041171626867435
2022-06-30,000929,000929.SZ,20220701,20220930,0.1955555556,0.19365780683170097,0.1955555556,1,-0.15249517186129113,random_forest,随机森林,test,0.5787098435760549,1,8,0.998356807511737,0.050029408304905314
2022-06-30,603056,603056.SH,20220701,20220930,0.2248696947,0.22292541453371606,0.2248696947,1,-0.15249517186129113,random_forest,随机森林,test,0.5764222732504927,1,9,0.9981220657276996,0.05001764498294319
2022-06-30,600545,600545.SH,20220701,20220930,-0.2519280206,-0.25311546243058314,-0.2519280206,0,-0.15249517186129113,random_forest,随机森林,test,0.5705366371284444,1,10,0.997887323943662,0.05000588166098107
2022-06-30,002955,002955.SZ,20220701,20220930,-0.1011080332,-0.1025348770759189,-0.1011080332,0,-0.15249517186129113,random_forest,随机森林,test,0.5692261548453535,1,11,0.9976525821596244,0.04999411833901895
2022-06-30,002668,002668.SZ,20220701,20220930,0.0077220077,0.0061224139463322835,0.0077220077,1,-0.15249517186129113,random_forest,随机森林,test,0.5672465144635147,1,12,0.9974178403755869,0.04998235501705683
2022-06-30,300057,300057.SZ,20220701,20220930,-0.0063492063,-0.007926464304474079,-0.0063492063,0,-0.15249517186129113,random_forest,随机森林,test,0.5662770878625644,1,13,0.9971830985915493,0.049970591695094706
2022-06-30,600650,600650.SH,20220701,20220930,-0.2765705911,-0.2777189168831564,-0.2765705911,0,-0.15249517186129113,random_forest,随机森林,test,0.5660913142756359,1,14,0.9969483568075117,0.04995882837313258
2022-06-30,600505,600505.SH,20220701,20220930,-0.0770171149,-0.07848219916576671,-0.0770171149,0,-0.15249517186129113,random_forest,随机森林,test,0.5655517315337976,1,15,0.9967136150234742,0.04994706505117046
2022-06-30,603000,603000.SH,20220701,20220930,-0.0871555166,-0.08860450781241713,-0.0871555166,0,-0.15249517186129113,random_forest,随机森林,test,0.5629488572654203,1,16,0.9964788732394366,0.049935301729208334
2022-06-30,000663,000663.SZ,20220701,20220930,0.0838150289,0.08209464992929916,0.0838150289,1,-0.15249517186129113,random_forest,随机森林,test,0.5624483845009505,1,17,0.996244131455399,0.04992353840724621
2022-06-30,603313,603313.SH,20220701,20220930,-0.1895261845,-0.1908126790321022,-0.1895261845,0,-0.15249517186129113,random_forest,随机森林,test,0.5617037791426096,1,18,0.9960093896713615,0.0499117750852841
2022-06-30,002503,002503.SZ,20220701,20220930,-0.0977443609,-0.09917654405516374,-0.0977443609,0,-0.15249517186129113,random_forest,随机森林,test,0.5599210169607256,1,19,0.995774647887324,0.04990001176332197
2022-06-30,300533,300533.SZ,20220701,20220930,0.0003824092,-0.0012055341423188315,0.0003824092,1,-0.15249517186129113,random_forest,随机森林,test,0.5598653039701151,1,20,0.9955399061032864,0.04988824844135985
