ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300308.SZ,20240823,120.99,121.48,118.5,119.92,121.39,-1.47,-1.211,122753.56,1468408.09
300308.SZ,20240826,121.8,122.37,112.86,114.34,119.92,-5.58,-4.6531,263662.68,3067115.171
300308.SZ,20240827,113.51,115.58,111.72,113.25,114.34,-1.09,-0.9533,163775.96,1856846.884
300308.SZ,20240828,113.0,115.51,111.23,112.56,113.25,-0.69,-0.6093,148952.24,1681050.557
300308.SZ,20240829,106.77,107.5,102.3,106.64,112.56,-5.92,-5.2594,374850.99,3940028.514
300308.SZ,20240830,106.42,110.9,106.33,108.9,106.64,2.26,2.1193,312595.46,3403573.396
300308.SZ,20240902,108.55,109.37,104.0,104.13,108.9,-4.77,-4.3802,220858.24,2327052.895
300308.SZ,20240903,104.15,106.11,103.2,105.31,104.13,1.18,1.1332,130148.77,1363679.676
300308.SZ,20240904,99.0,103.16,98.0,101.9,105.31,-3.41,-3.2381,312258.53,3128802.94
300308.SZ,20240905,101.89,104.01,100.41,101.67,101.9,-0.23,-0.2257,186346.2,1905466.636
300308.SZ,20240906,101.0,102.21,99.19,99.42,101.67,-2.25,-2.213,144856.06,1452842.458
300308.SZ,20240909,98.6,102.3,97.76,102.0,99.42,2.58,2.5951,194695.52,1943246.213
300308.SZ,20240910,102.2,108.73,101.34,106.43,102.0,4.43,4.3431,330988.28,3482064.294
300308.SZ,20240911,108.38,109.15,105.56,106.18,106.43,-0.25,-0.2349,196116.07,2100813.641
300308.SZ,20240912,111.0,112.0,107.9,108.0,106.18,1.82,1.7141,221984.33,2433910.086
300308.SZ,20240913,108.3,116.7,108.27,115.94,108.0,7.94,7.3519,352839.94,4029348.721
300308.SZ,20240918,114.0,116.22,113.01,113.64,115.94,-2.3,-1.9838,151175.6,1728577.258
300308.SZ,20240919,114.12,114.59,106.66,110.03,113.64,-3.61,-3.1767,273384.54,2991633.109
300308.SZ,20240920,111.9,112.5,108.18,109.0,110.03,-1.03,-0.9361,160763.08,1764719.015
300308.SZ,20240923,108.18,111.21,107.49,108.9,109.0,-0.1,-0.0917,126153.49,1383375.272
300308.SZ,20240924,109.13,122.17,109.13,122.16,108.9,13.26,12.1763,360207.19,4180930.935
300308.SZ,20240925,125.69,126.5,121.61,121.99,122.16,-0.17,-0.1392,286311.51,3541934.247
300308.SZ,20240926,123.01,129.98,121.7,129.68,121.99,7.69,6.3038,268389.69,3378957.116
300308.SZ,20240927,128.79,137.68,126.06,133.6,129.68,3.92,3.0228,495555.24,6509047.689
300308.SZ,20240930,136.0,155.5,132.0,154.86,133.6,21.26,15.9132,613065.31,8838229.249
300308.SZ,20241008,185.8,185.83,161.7,185.83,154.86,30.97,19.9987,749893.28,13308382.364
300308.SZ,20241009,175.11,185.57,163.5,166.4,185.83,-19.43,-10.4558,657547.69,11459742.447
300308.SZ,20241010,168.2,169.69,157.0,162.71,166.4,-3.69,-2.2175,463608.97,7589027.759
300308.SZ,20241011,159.01,168.3,156.69,159.64,162.71,-3.07,-1.8868,351761.1,5695350.47
300308.SZ,20241014,159.0,162.58,152.35,162.0,159.64,2.36,1.4783,422674.43,6663611.574
300308.SZ,20241015,161.0,167.06,157.68,157.8,162.0,-4.2,-2.5926,326374.33,5281197.958
300308.SZ,20241016,151.86,154.73,147.66,148.7,157.8,-9.1,-5.7668,378804.8,5693117.227
300308.SZ,20241017,151.0,153.5,148.75,150.5,148.7,1.8,1.2105,251067.07,3793453.546
300308.SZ,20241018,150.0,177.0,149.66,168.0,150.5,17.5,11.6279,586464.01,9564395.29
300308.SZ,20241021,166.4,171.8,159.11,164.97,168.0,-3.03,-1.8036,547727.48,9003582.218
300308.SZ,20241022,169.0,170.33,163.5,170.0,164.97,5.03,3.049,407264.39,6821195.796
300308.SZ,20241023,160.0,162.62,155.7,156.16,170.0,-13.84,-8.1412,605578.67,9627559.752
300308.SZ,20241024,154.85,165.98,154.5,157.1,156.16,0.94,0.6019,440364.28,7032009.241
300308.SZ,20241025,158.89,159.81,153.65,156.36,157.1,-0.74,-0.471,389426.13,6088855.157
300308.SZ,20241028,156.37,156.75,148.1,150.54,156.36,-5.82,-3.7222,408521.1,6160960.45
300308.SZ,20241029,147.9,148.0,143.07,143.47,150.54,-7.07,-4.6964,498014.54,7211970.251
300308.SZ,20241030,143.0,145.5,139.32,141.25,143.47,-2.22,-1.5474,368388.9,5242208.019
300308.SZ,20241031,140.0,146.28,138.8,143.02,141.25,1.77,1.2531,374541.32,5363028.639
300308.SZ,20241101,141.48,145.86,139.51,140.73,143.02,-2.29,-1.6012,295208.3,4204138.032
300308.SZ,20241104,141.99,146.9,140.99,143.15,140.73,2.42,1.7196,260752.21,3740161.224
300308.SZ,20241105,143.15,148.83,142.5,148.29,143.15,5.14,3.5906,443240.09,6484766.792
300308.SZ,20241106,148.35,149.2,142.01,142.9,148.29,-5.39,-3.6348,418907.86,6100124.907
300308.SZ,20241107,138.97,147.78,136.36,145.08,142.9,2.18,1.5255,421563.01,5996295.118
300308.SZ,20241108,147.51,151.22,142.21,142.21,145.08,-2.87,-1.9782,494000.09,7280882.877
300308.SZ,20241111,141.0,147.2,138.02,144.9,142.21,2.69,1.8916,434024.14,6205807.617
300308.SZ,20241112,145.01,150.77,142.51,147.5,144.9,2.6,1.7943,545816.2,8039834.359
300308.SZ,20241113,146.52,158.08,144.1,156.3,147.5,8.8,5.9661,670280.63,10232668.483
300308.SZ,20241114,154.75,156.57,148.09,148.81,156.3,-7.49,-4.7921,396361.38,6015707.948
300308.SZ,20241115,148.81,152.88,140.2,140.5,148.81,-8.31,-5.5843,379955.02,5538616.905
300308.SZ,20241118,139.0,139.96,130.88,132.01,140.5,-8.49,-6.0427,407716.3,5496304.222
300308.SZ,20241119,133.33,136.67,129.87,134.8,132.01,2.79,2.1135,298371.01,3969159.058
300308.SZ,20241120,135.49,141.49,135.38,138.14,134.8,3.34,2.4777,336937.98,4677398.033
300308.SZ,20241121,136.01,138.3,131.25,133.8,138.14,-4.34,-3.1417,323285.05,4349951.088
300308.SZ,20241122,133.8,138.98,131.78,132.28,133.8,-1.52,-1.136,301187.68,4081642.111
300308.SZ,20241125,132.5,133.8,122.5,125.0,132.28,-7.28,-5.5035,430136.53,5401072.947
300308.SZ,20241126,124.0,129.0,123.5,127.04,125.0,2.04,1.632,310496.79,3928288.905
300308.SZ,20241127,126.0,130.49,124.41,128.69,127.04,1.65,1.2988,246176.43,3137692.951
300308.SZ,20241128,127.42,127.89,124.3,124.79,128.69,-3.9,-3.0305,252411.52,3163033.242
300308.SZ,20241129,125.0,129.86,124.53,126.73,124.79,1.94,1.5546,284905.44,3621763.223
300308.SZ,20241202,127.99,134.16,127.45,132.03,126.73,5.3,4.1821,347663.23,4579339.76
300308.SZ,20241203,132.0,133.2,128.88,130.0,132.03,-2.03,-1.5375,199422.08,2612636.277
300308.SZ,20241204,129.58,131.38,127.3,128.02,130.0,-1.98,-1.5231,185633.23,2386692.595
300308.SZ,20241205,129.11,134.46,128.95,131.84,128.02,3.82,2.9839,317611.07,4208443.763
300308.SZ,20241206,132.06,134.2,130.79,131.51,131.84,-0.33,-0.2503,202956.2,2684755.838
300308.SZ,20241209,131.55,131.59,123.41,125.1,131.51,-6.41,-4.8742,376290.52,4745718.897
300308.SZ,20241210,128.85,128.86,121.52,123.15,125.1,-1.95,-1.5588,450225.1,5595924.297
300308.SZ,20241211,122.0,126.19,120.11,125.13,123.15,1.98,1.6078,327307.18,4066996.983
300308.SZ,20241212,125.0,131.62,124.88,130.17,125.13,5.04,4.0278,450174.07,5842276.218
300308.SZ,20241213,130.0,131.38,125.16,127.1,130.17,-3.07,-2.3585,346545.88,4411765.096
300308.SZ,20241216,127.97,128.23,122.28,122.8,127.1,-4.3,-3.3832,291854.63,3608913.165
300308.SZ,20241217,123.0,130.47,122.55,125.99,122.8,3.19,2.5977,412614.26,5244452.693
300308.SZ,20241218,127.2,127.5,122.66,123.43,125.99,-2.56,-2.0319,265388.61,3284955.706
300308.SZ,20241219,122.18,127.53,121.8,127.04,123.43,3.61,2.9247,310959.36,3902829.556
300308.SZ,20241220,126.31,129.99,126.31,127.1,127.04,0.06,0.0472,294910.21,3776819.027
300308.SZ,20241223,129.5,135.76,128.28,132.59,127.1,5.49,4.3194,521949.41,6901435.244
300308.SZ,20241224,133.01,134.2,128.18,131.61,132.59,-0.98,-0.7391,350993.08,4577779.698
300308.SZ,20241225,131.22,137.94,130.69,134.99,131.61,3.38,2.5682,363559.3,4913728.77
300308.SZ,20241226,135.87,141.5,133.56,140.8,134.99,5.81,4.304,428982.26,5971765.589
300308.SZ,20241227,141.11,141.56,135.73,136.85,140.8,-3.95,-2.8054,333321.98,4613987.532
300308.SZ,20241230,138.0,138.3,130.08,131.18,136.85,-5.67,-4.1432,365015.13,4836103.733
300308.SZ,20241231,130.96,131.0,123.5,123.51,131.18,-7.67,-5.8469,393876.58,4941393.711
300308.SZ,20250102,122.8,125.8,120.7,122.11,123.51,-1.4,-1.1335,268596.47,3303452.727
300308.SZ,20250103,122.51,124.7,121.0,123.01,122.11,0.9,0.737,267896.78,3306147.594
300308.SZ,20250106,124.88,128.28,124.5,125.49,123.01,2.48,2.0161,263932.0,3326729.195
300308.SZ,20250107,126.36,128.6,123.6,128.35,125.49,2.86,2.2791,292005.85,3683257.702
300308.SZ,20250108,125.88,125.9,121.72,124.22,128.35,-4.13,-3.2178,286371.18,3554744.44
300308.SZ,20250109,123.01,123.7,121.48,121.51,124.22,-2.71,-2.1816,293510.17,3584962.691
300308.SZ,20250110,121.44,121.44,112.8,113.13,121.51,-8.38,-6.8966,530302.79,6122576.672
300308.SZ,20250113,110.2,114.08,109.69,110.8,113.13,-2.33,-2.0596,357467.15,3992272.253
300308.SZ,20250114,110.9,114.5,108.78,114.35,110.8,3.55,3.204,383433.64,4312170.498
300308.SZ,20250115,113.21,113.38,110.23,110.54,114.35,-3.81,-3.3319,293297.35,3263095.817
300308.SZ,20250116,111.88,120.37,110.7,119.49,110.54,8.95,8.0966,710477.74,8243630.407
300308.SZ,20250117,120.0,120.58,115.15,116.9,119.49,-2.59,-2.1675,446539.42,5243522.714
300308.SZ,20250120,117.96,121.4,117.84,119.16,116.9,2.26,1.9333,390652.04,4674892.853
300308.SZ,20250121,122.0,122.96,118.38,119.56,119.16,0.4,0.3357,382738.68,4591929.869
300308.SZ,20250122,121.88,133.95,121.6,132.0,119.56,12.44,10.4048,844802.7,10837318.835
300308.SZ,20250123,132.58,134.67,127.31,127.75,132.0,-4.25,-3.2197,608419.61,7960645.535
300308.SZ,20250124,127.14,129.96,126.24,128.25,127.75,0.5,0.3914,411115.89,5262527.039
300308.SZ,20250127,123.0,123.0,114.82,114.82,128.25,-13.43,-10.4717,681942.4,8075435.667
300308.SZ,20250205,109.0,109.0,95.82,98.25,114.82,-16.57,-14.4313,971080.77,9629075.682
300308.SZ,20250206,100.79,101.28,98.03,101.0,98.25,2.75,2.799,654658.22,6532642.386
300308.SZ,20250207,102.0,109.4,101.71,107.78,101.0,6.78,6.7129,762698.59,8139501.248
300308.SZ,20250210,110.66,111.47,107.81,110.62,107.78,2.84,2.635,505151.82,5543789.606
300308.SZ,20250211,111.02,113.88,109.6,111.5,110.62,0.88,0.7955,438794.71,4927359.419
300308.SZ,20250212,110.7,111.99,110.0,111.9,111.5,0.4,0.3587,354245.79,3929730.503
300308.SZ,20250213,111.0,111.33,108.06,108.12,111.9,-3.78,-3.378,394349.96,4318115.858
300308.SZ,20250214,109.77,111.33,106.05,107.43,108.12,-0.69,-0.6382,362389.37,3928766.784
300308.SZ,20250217,108.61,117.86,108.6,115.56,107.43,8.13,7.5677,715224.44,8128766.873
300308.SZ,20250218,114.41,116.98,113.02,113.59,115.56,-1.97,-1.7047,459562.34,5263769.142
300308.SZ,20250219,114.15,114.66,111.46,114.24,113.59,0.65,0.5722,377063.56,4275525.687
300308.SZ,20250220,114.21,116.24,112.61,114.44,114.24,0.2,0.1751,353729.54,4047899.988
300308.SZ,20250221,115.89,120.7,114.8,118.73,114.44,4.29,3.7487,574486.44,6788966.746
300308.SZ,20250224,118.0,118.0,114.01,114.5,118.73,-4.23,-3.5627,520553.71,5995134.436
300308.SZ,20250225,111.01,113.12,110.5,111.35,114.5,-3.15,-2.7511,457928.24,5120902.634
300308.SZ,20250226,110.76,112.36,108.01,112.22,111.35,0.87,0.7813,494340.07,5415565.182
300308.SZ,20250227,113.8,114.83,107.53,108.18,112.22,-4.04,-3.6001,527821.29,5833183.624
300308.SZ,20250228,103.0,103.97,100.22,100.87,108.18,-7.31,-6.7573,555440.97,5674377.804
300308.SZ,20250303,102.44,104.48,100.12,102.77,100.87,1.9,1.8836,426040.42,4363389.327
300308.SZ,20250304,98.28,103.28,97.8,102.46,102.77,-0.31,-0.3016,321352.94,3233931.382
300308.SZ,20250305,102.98,104.97,102.39,103.46,102.46,1.0,0.976,252248.88,2610957.4
300308.SZ,20250306,104.0,106.48,102.8,105.17,103.46,1.71,1.6528,409558.7,4275344.978
300308.SZ,20250307,103.77,103.79,101.86,102.24,105.17,-2.93,-2.786,327768.47,3364355.918
300308.SZ,20250310,102.24,103.1,101.0,102.38,102.24,0.14,0.1369,240640.02,2451720.612
300308.SZ,20250311,100.0,101.81,99.4,101.78,102.38,-0.6,-0.5861,205599.51,2072991.849
300308.SZ,20250312,102.7,103.58,101.81,102.36,101.78,0.58,0.5699,256009.42,2630768.419
300308.SZ,20250313,103.75,104.88,101.8,102.49,102.36,0.13,0.127,271435.8,2800508.053
300308.SZ,20250314,102.0,104.77,101.3,103.99,102.49,1.5,1.4636,367064.35,3814550.684
300308.SZ,20250317,105.0,105.81,104.0,104.26,103.99,0.27,0.2596,264415.29,2768114.013
300308.SZ,20250318,104.23,109.87,102.81,108.86,104.26,4.6,4.412,652396.28,6951391.789
300308.SZ,20250319,106.68,106.68,104.78,104.98,108.86,-3.88,-3.5642,352791.16,3727546.664
300308.SZ,20250320,105.3,106.5,104.81,105.0,104.98,0.02,0.0191,198893.05,2097735.042
300308.SZ,20250321,104.32,104.96,102.11,102.45,105.0,-2.55,-2.4286,227333.25,2343385.548
300308.SZ,20250324,102.12,103.95,101.32,102.88,102.45,0.43,0.4197,229784.76,2360776.094
300308.SZ,20250325,103.69,104.8,101.93,102.0,102.88,-0.88,-0.8554,207223.18,2138989.701
300308.SZ,20250326,101.94,102.47,101.07,101.08,102.0,-0.92,-0.902,159092.01,1616280.05
300308.SZ,20250327,99.58,100.48,97.52,99.12,101.08,-1.96,-1.9391,242059.05,2392153.7
300308.SZ,20250328,99.0,99.12,97.41,97.41,99.12,-1.71,-1.7252,201284.85,1975158.628
300308.SZ,20250331,97.0,98.98,96.69,98.64,97.41,1.23,1.2627,182507.0,1785252.884
300308.SZ,20250401,99.03,99.39,98.24,98.61,98.64,-0.03,-0.0304,122959.34,1213413.301
300308.SZ,20250402,98.88,101.38,98.32,99.76,98.61,1.15,1.1662,218279.33,2188266.043
300308.SZ,20250403,96.88,97.96,93.43,93.88,99.76,-5.88,-5.8941,424985.48,4056901.45
300308.SZ,20250407,80.1,82.5,75.1,75.1,93.88,-18.78,-20.0043,616306.66,4754931.662
300308.SZ,20250408,75.19,76.76,70.47,72.28,75.1,-2.82,-3.755,692791.83,5049997.33
300308.SZ,20250409,69.98,73.54,67.2,71.99,72.28,-0.29,-0.4012,595500.89,4218907.32
300308.SZ,20250410,80.18,81.5,77.1,77.49,71.99,5.5,7.6399,709268.83,5639536.844
300308.SZ,20250411,76.0,79.28,75.91,78.37,77.49,0.88,1.1356,428937.17,3324538.096
300308.SZ,20250414,81.0,84.5,80.9,81.54,78.37,3.17,4.0449,548927.18,4545571.283
300308.SZ,20250415,81.15,81.38,79.29,80.17,81.54,-1.37,-1.6802,249800.77,2001413.996
300308.SZ,20250416,78.53,78.71,76.66,77.99,80.17,-2.18,-2.7192,266700.94,2075615.546
300308.SZ,20250417,77.09,78.85,77.09,77.61,77.99,-0.38,-0.4872,184924.88,1444517.769
300308.SZ,20250418,77.61,79.27,77.55,79.14,77.61,1.53,1.9714,257548.46,2026905.322
300308.SZ,20250421,80.43,82.26,79.15,81.19,79.14,2.05,2.5903,332027.85,2684025.22
300308.SZ,20250422,80.0,80.58,79.11,80.07,81.19,-1.12,-1.3795,236164.41,1886578.252
300308.SZ,20250423,82.1,85.34,80.88,83.52,80.07,3.45,4.3087,608233.72,5055290.727
300308.SZ,20250424,83.0,84.16,81.26,81.33,83.52,-2.19,-2.6221,306173.72,2524324.728
300308.SZ,20250425,82.5,86.99,82.5,85.27,81.33,3.94,4.8445,644757.61,5523635.877
300308.SZ,20250428,85.27,85.52,83.21,83.39,85.27,-1.88,-2.2048,311217.2,2611582.784
300308.SZ,20250429,83.35,84.23,82.42,83.09,83.39,-0.3,-0.3598,207646.94,1732324.637
300308.SZ,20250430,83.25,84.1,82.41,83.49,83.09,0.4,0.4814,224420.74,1873973.802
300308.SZ,20250506,85.17,87.19,85.15,86.65,83.49,3.16,3.7849,347500.81,3000543.049
300308.SZ,20250507,88.76,89.04,85.64,86.65,86.65,0.0,0.0,314636.41,2739491.263
300308.SZ,20250508,88.86,98.0,88.13,96.49,86.65,9.84,11.356,991734.99,9314493.484
300308.SZ,20250509,94.69,96.46,94.0,94.8,96.49,-1.69,-1.7515,423055.04,4016111.63
300308.SZ,20250512,98.8,99.06,95.1,97.27,94.8,2.47,2.6055,468249.59,4517746.385
300308.SZ,20250513,100.8,100.8,96.41,96.43,97.27,-0.84,-0.8636,522156.67,5125045.055
300308.SZ,20250514,98.05,101.09,98.05,98.39,96.43,1.96,2.0326,545564.18,5422424.109
300308.SZ,20250515,98.0,98.08,94.1,94.12,98.39,-4.27,-4.3399,434819.83,4153582.011
300308.SZ,20250516,93.4,99.48,93.21,97.83,94.12,3.71,3.9418,521694.52,5097600.255
300308.SZ,20250519,96.69,97.4,95.22,95.28,97.83,-2.55,-2.6066,305671.06,2930543.349
300308.SZ,20250520,95.29,97.18,94.4,95.96,95.28,0.68,0.7137,264242.82,2524962.466
300308.SZ,20250521,95.63,97.3,94.65,95.73,95.96,-0.23,-0.2397,262241.72,2513117.075
300308.SZ,20250522,95.0,96.78,94.4,94.46,95.73,-1.27,-1.3266,239774.95,2287188.216
300308.SZ,20250523,94.41,95.36,91.7,91.87,94.46,-2.59,-2.7419,273098.87,2542296.672
300308.SZ,20250526,91.99,92.99,90.86,92.36,91.87,0.49,0.5334,187615.52,1722240.997
300308.SZ,20250527,90.99,92.18,88.88,90.16,92.36,-2.2,-2.382,278218.88,2501889.887
300308.SZ,20250528,91.0,92.99,91.0,92.62,90.16,2.46,2.7285,306260.87,2819311.095
300308.SZ,20250529,93.6,96.59,93.28,94.94,92.62,2.32,2.5049,422422.18,4021230.585
300308.SZ,20250530,93.78,94.38,92.51,93.55,94.94,-1.39,-1.4641,212966.41,1988389.328
300308.SZ,20250603,92.5,93.22,91.75,91.76,93.55,-1.79,-1.9134,183330.1,1691460.257
300308.SZ,20250604,92.99,97.97,92.99,97.3,91.76,5.54,6.0375,611624.87,5901679.328
300308.SZ,20250605,97.3,103.58,96.5,102.88,97.3,5.58,5.7348,677680.48,6838039.805
300308.SZ,20250606,102.0,104.45,101.25,103.45,102.88,0.57,0.554,468037.62,4834350.375
300308.SZ,20250609,105.31,111.16,105.11,108.55,103.45,5.1,4.9299,726915.72,7850645.377
300308.SZ,20250610,108.1,109.73,106.61,107.77,108.55,-0.78,-0.7186,479186.71,5186746.23
300308.SZ,20250611,110.0,110.98,107.08,107.98,107.77,0.21,0.1949,343044.23,3727687.087
300308.SZ,20250612,107.1,119.2,107.0,116.0,107.98,8.02,7.4273,864868.99,10020896.638
300308.SZ,20250613,114.51,117.89,113.98,116.65,116.0,0.65,0.5603,474888.79,5533959.005
300308.SZ,20250616,116.92,123.45,116.9,120.57,116.65,3.92,3.3605,593698.56,7204021.603
300308.SZ,20250617,121.01,122.2,117.9,119.36,120.57,-1.21,-1.0036,358236.76,4277997.539
300308.SZ,20250618,118.51,125.6,116.1,125.06,119.36,5.7,4.7755,678263.42,8223181.235
300308.SZ,20250619,124.56,130.79,123.6,128.3,124.56,3.74,3.0026,625734.77,8012237.03
300308.SZ,20250620,130.0,131.18,124.77,129.5,128.3,1.2,0.9353,493005.23,6336169.527
300308.SZ,20250623,127.3,129.33,122.68,127.09,129.5,-2.41,-1.861,535024.46,6766509.226
300308.SZ,20250624,128.38,129.97,124.3,125.25,127.09,-1.84,-1.4478,450005.54,5693248.382
300308.SZ,20250625,127.0,128.69,123.2,125.73,125.25,0.48,0.3832,492457.12,6175859.556
300308.SZ,20250626,127.6,133.18,127.08,129.7,125.73,3.97,3.1576,599787.41,7803404.706
300308.SZ,20250627,129.17,140.27,126.56,138.4,129.7,8.7,6.7078,662778.72,8945449.942
300308.SZ,20250630,141.5,146.6,138.01,145.86,138.4,7.46,5.3902,752143.93,10740859.553
300308.SZ,20250701,143.59,146.78,142.75,145.3,145.86,-0.56,-0.3839,319591.41,4641124.102
300308.SZ,20250702,142.5,142.6,138.13,138.93,145.3,-6.37,-4.384,365770.96,5109386.35
300308.SZ,20250703,141.47,143.84,139.49,142.26,138.93,3.33,2.3969,383978.75,5430809.335
300308.SZ,20250704,143.11,145.18,138.55,139.45,142.26,-2.81,-1.9753,418744.79,5927014.308
300308.SZ,20250707,137.5,139.77,130.21,135.15,139.45,-4.3,-3.0835,575204.24,7722491.415
300308.SZ,20250708,134.76,145.26,133.82,144.88,135.15,9.73,7.1994,532241.12,7500377.252
300308.SZ,20250709,145.0,149.36,144.05,145.3,144.88,0.42,0.2899,415095.61,6085220.987
300308.SZ,20250710,146.52,148.68,142.0,146.59,145.3,1.29,0.8878,435403.97,6336658.699
300308.SZ,20250711,144.74,147.88,142.55,145.28,146.59,-1.31,-0.8936,310988.62,4513795.973
300308.SZ,20250714,144.33,150.5,144.33,149.82,145.28,4.54,3.125,388531.91,5781039.353
300308.SZ,20250715,155.3,174.99,155.3,174.81,149.82,24.99,16.68,924064.24,15619206.714
300308.SZ,20250716,179.8,181.97,169.67,170.76,174.81,-4.05,-2.3168,905851.77,15982905.351
300308.SZ,20250717,169.19,178.99,169.17,176.85,170.76,6.09,3.5664,604630.77,10555310.877
300308.SZ,20250718,181.18,192.01,179.0,180.62,176.85,3.77,2.1318,611562.21,11298766.458
300308.SZ,20250721,179.89,188.4,177.18,187.95,180.62,7.33,4.0582,596835.09,10909835.929
300308.SZ,20250722,187.1,197.1,181.4,184.44,187.95,-3.51,-1.8675,592912.85,11209847.411
300308.SZ,20250723,179.0,187.88,176.0,186.18,184.44,1.74,0.9434,405783.73,7395940.402
300308.SZ,20250724,190.5,192.96,181.67,185.2,186.18,-0.98,-0.5264,442080.06,8263192.06
300308.SZ,20250725,186.0,189.9,184.51,185.22,185.2,0.02,0.0108,287877.43,5368796.807
300308.SZ,20250728,186.0,193.23,184.2,191.87,185.22,6.65,3.5903,438947.65,8281245.573
300308.SZ,20250729,198.01,210.99,198.01,209.93,191.87,18.06,9.4126,584403.68,12100039.459
300308.SZ,20250730,207.06,211.8,203.59,210.6,209.93,0.67,0.3192,390505.74,8122926.811
300308.SZ,20250731,221.0,228.6,215.93,217.61,210.6,7.01,3.3286,644065.94,14274550.601
300308.SZ,20250801,212.52,220.88,207.63,210.63,217.61,-6.98,-3.2076,475946.74,10151901.432
300308.SZ,20250804,207.53,210.34,204.5,208.42,210.63,-2.21,-1.0492,330837.39,6857077.166
300308.SZ,20250805,216.5,218.37,203.5,210.92,208.42,2.5,1.1995,414137.57,8698318.762
300308.SZ,20250806,206.71,213.58,206.61,210.52,210.92,-0.4,-0.1896,255301.56,5366654.09
300308.SZ,20250807,210.52,216.0,197.2,208.46,210.52,-2.06,-0.9785,453076.51,9320003.539
300308.SZ,20250808,207.0,213.88,205.0,209.3,208.46,0.84,0.403,327315.08,6886805.779
300308.SZ,20250811,210.0,220.5,209.99,214.75,209.3,5.45,2.6039,350762.52,7548075.951
300308.SZ,20250812,215.0,226.39,213.0,225.68,214.75,10.93,5.0896,430829.31,9534149.021
300308.SZ,20250813,226.75,252.96,224.0,252.0,225.68,26.32,11.6625,551265.47,13273577.994
300308.SZ,20250814,246.4,248.09,239.4,239.47,252.0,-12.53,-4.9722,407601.33,9927494.343
