amount,change,close,high,low,open,pct_chg,pre_close,trade_date,ts_code,vol,rsi_14,macd_dif,macd_dea,macd_hist,boll_mid,boll_upper,boll_lower,boll_width,tr,atr_14
656418.112,-0.18,12.32,12.87,12.3,12.64,-1.44,12.5,2025-08-14,002636.SZ,523464.97,60.95010761355708,0.21889125578829294,0.24307763999002552,-0.04837276840346516,12.079,12.54839602850787,11.609603971492131,0.07772100811455741,0.5699999999999985,0.44815272318005467
789510.88,1.23,13.55,13.55,12.19,12.19,9.9838,12.32,2025-08-15,002636.SZ,610381.43,71.69223426744308,0.31132630641313597,0.2567273732746476,0.1091978662769767,12.1525,12.960665564069258,11.344334435930742,0.13300400149257482,1.3600000000000012,0.5132846715243365
1494847.773,0.11,13.66,14.29,13.58,14.08,0.8118,13.55,2025-08-18,002636.SZ,1075867.96,72.42285499187295,0.3889739807612269,0.2831766947719635,0.21159457197852682,12.2185,13.270080764973937,11.166919235026064,0.17212927363816116,0.7399999999999984,0.5294786235583124
818856.081,-0.28,13.38,13.68,13.18,13.55,-2.0498,13.66,2025-08-19,002636.SZ,610884.97,67.63739904671797,0.4230401190024793,0.31114937961806666,0.22378147876882526,12.2845,13.453349636901265,11.115650363098734,0.19029665625809203,0.5,0.5273730075898616
733005.799,0.12,13.5,13.97,13.04,13.25,0.8969,13.38,2025-08-20,002636.SZ,542324.04,68.59514937903418,0.45448179290656654,0.33981586227576666,0.22933186126159977,12.368500000000001,13.634247542800411,11.10275245719959,0.20467276432880463,0.9300000000000015,0.5561320784763002
443721.721,-0.34,13.16,13.49,13.05,13.28,-2.5185,13.5,2025-08-21,002636.SZ,336479.19,62.91397196278477,0.4468137961886107,0.36121544905833547,0.1711966942605505,12.432500000000001,13.723438051430662,11.14156194856934,0.20767151440670198,0.4499999999999993,0.548551215727993
599004.103,0.24,13.4,13.65,13.1,13.14,1.8237,13.16,2025-08-22,002636.SZ,446564.34,65.11059491884352,0.4548595104843596,0.3799442613435403,0.14983049828163852,12.518,13.828244653731353,11.207755346268648,0.2093376983114479,0.5500000000000007,0.5486547003188508
900005.251,0.46,13.86,13.86,13.35,13.6,3.4328,13.4,2025-08-25,002636.SZ,661691.42,68.9114158776944,0.4926747053259355,0.4024903501400194,0.18036871037183222,12.595,14.031201129442023,11.158798870557979,0.22805893282128178,0.5099999999999998,0.5458936502960757
1026595.697,0.32,14.18,14.5,13.4,13.79,2.3088,13.86,2025-08-26,002636.SZ,734709.39,71.25720853300693,0.5422145337023743,0.4304351868524904,0.22355869369976777,12.692,14.281155353274851,11.10284464672515,0.2504184294476601,1.0999999999999996,0.5854726752749274
776366.53,-0.91,13.27,14.05,13.22,13.83,-6.4175,14.18,2025-08-27,002636.SZ,565397.95,57.88180628563721,0.5022561139551129,0.4447993722730149,0.11491348336419605,12.752,14.332867183741756,11.171132816258245,0.24794027348521888,0.9599999999999991,0.612224627041004
794755.007,1.33,14.6,14.6,12.99,13.21,10.0226,13.27,2025-08-28,002636.SZ,576973.13,67.48740795978046,0.5713228094356886,0.4701040597055497,0.20243749946027778,12.882499999999999,14.621512121261592,11.143487878738405,0.26998053502993885,1.6099999999999994,0.6834942965380751
1291277.143,-0.37,14.23,15.38,14.2,15.09,-2.5342,14.6,2025-08-29,002636.SZ,877689.39,63.171140763059505,0.5894084220266205,0.4939649321697639,0.19088697971371316,13.002,14.767644060213845,11.236355939786156,0.2715957637615512,1.1800000000000015,0.7189589896424985
623414.766,-0.33,13.9,14.31,13.8,14.2,-2.319,14.23,2025-09-01,002636.SZ,444915.28,59.51511101586613,0.5705363701018289,0.509279219756177,0.12251430069130387,13.105,14.824981640048891,11.38501835995111,0.2624924288514141,0.5099999999999998,0.7040333475251771
515142.924,-0.79,13.11,13.99,13.06,13.96,-5.6835,13.9,2025-09-02,002636.SZ,383934.9,51.78798725175806,0.4862287924387978,0.5046691342927012,-0.03688068370780684,13.161000000000001,14.79911059327186,11.522889406728142,0.24893406173875227,0.9299999999999997,0.7201738227019502
407922.995,-0.71,12.4,13.2,12.34,13.2,-5.4157,13.11,2025-09-03,002636.SZ,322625.6,46.00666339151345,0.3579966014784297,0.4753346277298469,-0.2346760525028344,13.181999999999999,14.76624612654527,11.597753873454728,0.24036506244049016,0.8599999999999994,0.730161406794668
327036.894,-0.33,12.07,12.76,11.82,12.36,-2.6613,12.4,2025-09-04,002636.SZ,265400.71,43.57196225024266,0.22712526552397172,0.4256927552886719,-0.39713497952940036,13.190999999999999,14.746119220340901,11.635880779659097,0.23578488671683762,0.9399999999999995,0.745149877737906
280916.279,0.46,12.53,12.56,11.95,12.09,3.8111,12.07,2025-09-05,002636.SZ,228519.77,47.72483752889032,0.15869757763345227,0.372293719757628,-0.42719228424835143,13.220500000000001,14.69604771276011,11.744952287239892,0.22322116603155845,0.6100000000000012,0.7354963150423414
245815.801,-0.07,12.46,12.59,12.26,12.47,-0.5587,12.53,2025-09-08,002636.SZ,198163.47,47.15609375641256,0.09769357626471553,0.3173736910590455,-0.43936022958865995,13.226500000000001,14.687880385655617,11.765119614344385,0.22097764119844493,0.33000000000000007,0.706532292539317
211114.61,-0.47,11.99,12.45,11.92,12.41,-3.7721,12.46,2025-09-09,002636.SZ,173776.01,43.41501657441627,0.011292223895878806,0.25615739762641215,-0.4897303474610667,13.2035,14.729392663673512,11.677607336326489,0.23113457245026114,0.5400000000000009,0.6946371287865087
260184.916,0.34,12.33,12.48,12.0,12.08,2.8357,11.99,2025-09-10,002636.SZ,211801.47,46.70869320367183,-0.02940732253435918,0.1990444535942579,-0.45690355225723417,13.194999999999999,14.73917751911052,11.650822480889477,0.2340549479515758,0.4900000000000002,0.6800201910160438
310889.532,1.23,13.56,13.56,12.3,12.3,9.9757,12.33,2025-09-11,002636.SZ,235215.3,56.55975251335144,0.03716035274148766,0.16666763342370386,-0.2590145613644324,13.257,14.752045853899862,11.761954146100138,0.22554814119331104,1.2599999999999998,0.7214473202291836
947933.496,0.11,13.67,14.13,13.31,13.56,0.8112,13.56,2025-09-12,002636.SZ,692783.19,57.31960149648166,0.09766596325400023,0.15286729938976315,-0.11040267227152584,13.263,14.76394847206341,11.76205152793659,0.22633619423409634,0.8200000000000003,0.7284867973556705
494516.214,-0.27,13.4,13.48,13.09,13.43,-1.9751,13.67,2025-09-15,002636.SZ,371011.75,54.78643464238264,0.12241917988626483,0.1467776754890635,-0.04871699120559736,13.25,14.740941066292663,11.759058933707337,0.22504770811964728,0.5800000000000001,0.7178805975445512
351385.206,0.07,13.47,13.55,13.17,13.34,0.5224,13.4,2025-09-16,002636.SZ,261814.0,55.33752445778227,0.14600168089574694,0.1466224765704002,-0.0012415913493065145,13.254499999999998,14.74763481606564,11.761365183934357,0.2253023223909829,0.3800000000000008,0.693746269148512
271602.121,-0.15,13.32,13.55,13.17,13.54,-1.1136,13.47,2025-09-17,002636.SZ,203944.35,53.823599764682214,0.1508483505653313,0.14746765136938644,0.006761398391889717,13.245499999999998,14.734568589138156,11.75643141086184,0.22484143129940865,0.3800000000000008,0.6713358213521898
432125.84,0.02,13.34,13.7,13.05,13.3,0.1502,13.32,2025-09-18,002636.SZ,323012.46,54.00428610830146,0.15452197095528675,0.1488785152865665,0.011286911337440475,13.254499999999998,14.743568589138157,11.76543141086184,0.22468876066817436,0.6499999999999986,0.6698118341127477
273117.349,-0.33,13.01,13.36,12.91,13.3,-2.4738,13.34,2025-09-19,002636.SZ,208235.03,50.493462302895914,0.1293144431017712,0.14496570084960747,-0.031302515495672534,13.235,14.726258740654671,11.743741259345327,0.22535077304944043,0.4499999999999993,0.65411098881898
171594.187,0.05,13.06,13.12,12.89,13.01,0.3843,13.01,2025-09-22,002636.SZ,131826.72,51.01310101894382,0.11207989058859802,0.1383885387974056,-0.052617296417615145,13.195000000000002,14.658327139018986,11.731672860981018,0.2218002484303121,0.22999999999999865,0.6238173467604814
289137.299,-0.15,12.91,13.44,12.57,13.09,-1.1485,13.06,2025-09-23,002636.SZ,223580.24,49.33991852263048,0.08533396037926266,0.12777762311377702,-0.08488732546902872,13.131499999999999,14.52332992003901,11.739670079960987,0.21198338651928747,0.8699999999999992,0.6414018219918756
189676.869,-0.01,12.9,12.95,12.58,12.66,-0.0775,12.91,2025-09-24,002636.SZ,148348.0,49.22400557133634,0.06260898417104421,0.11474389532523047,-0.1042698223083725,13.113,14.506913083449085,11.719086916550914,0.2126001805001274,0.3699999999999992,0.6220159775638844
187079.839,-0.17,12.73,13.0,12.72,12.85,-1.3178,12.9,2025-09-25,002636.SZ,145665.9,47.194194045144904,0.030529769373485394,0.09790107013488146,-0.13474260152279213,13.019499999999999,14.232577426261521,11.806422573738477,0.18634777468589767,0.27999999999999936,0.5975862648807497
220431.39,-0.54,12.19,12.67,12.18,12.61,-4.2419,12.73,2025-09-26,002636.SZ,178166.48,41.359906458835596,-0.03802835924994419,0.07071518425791634,-0.21748708701572106,12.9175,14.041831380257438,11.793168619742563,0.17407878927926265,0.5500000000000007,0.5941872459606963
143816.277,0.24,12.43,12.48,12.12,12.21,1.9688,12.19,2025-09-29,002636.SZ,116493.53,44.635804794443295,-0.07216332202613529,0.042139483001106016,-0.2286056100544826,12.844,13.887161187524686,11.800838812475313,0.1624355633018821,0.3600000000000012,0.5774595855349324
148265.325,-0.18,12.25,12.55,12.23,12.44,-1.4481,12.43,2025-09-30,002636.SZ,120373.07,42.708730874462354,-0.11244383904991828,0.011222818590901157,-0.24733331528163888,12.800999999999998,13.868607260727423,11.733392739272574,0.16680060319153572,0.3200000000000003,0.5590696151395801
152317.092,0.02,12.27,12.63,12.26,12.4,0.1633,12.25,2025-10-09,002636.SZ,122848.0,43.00317833754372,-0.1411257958172687,-0.019246904290732815,-0.24375778305307177,12.794500000000001,13.8739048067533,11.715095193246702,0.16872950201309922,0.3800000000000008,0.5462789283438959
136003.691,-0.19,12.08,12.3,12.06,12.28,-1.5485,12.27,2025-10-10,002636.SZ,111756.92,40.85498804206302,-0.17714583834647968,-0.05082669110188219,-0.25263829448919495,12.794999999999998,13.873000097646717,11.71699990235328,0.1685033368732659,0.2400000000000002,0.5244018620336176
215076.735,0.19,12.27,12.48,11.25,11.6,1.5728,12.08,2025-10-13,002636.SZ,179830.27,43.87437034157982,-0.18819121823863583,-0.07829959652923292,-0.2197832434188058,12.782,13.879549423416606,11.684450576583394,0.17173359778072378,1.2300000000000004,0.5748017290312164
400029.464,1.23,13.5,13.5,12.4,12.4,10.0244,12.27,2025-10-14,002636.SZ,301490.35,58.606569841978,-0.09658071851609584,-0.08195582092660551,-0.02924979517898066,12.834,13.965341076589622,11.702658923410377,0.17630373641727015,1.2300000000000004,0.6216016055289867
700481.82,-0.05,13.45,13.45,12.93,13.05,-0.3704,13.5,2025-10-15,002636.SZ,531837.73,57.940775280433634,-0.02769407949113223,-0.07110347263951085,0.08681878629675724,12.907,13.996685613763036,11.817314386236964,0.16885188095809037,0.5700000000000003,0.6179157765626305
886642.903,0.35,13.8,14.0,13.2,13.3,2.6022,13.45,2025-10-16,002636.SZ,645334.51,61.25858969434405,0.05451276395567639,-0.045980225320473404,0.2009859785522996,12.980500000000001,14.10409338964911,11.856906610350892,0.17312020178715903,0.8000000000000007,0.6309217925224426
492193.479,-0.76,13.04,13.68,12.95,13.65,-5.5072,13.8,2025-10-17,002636.SZ,371981.41,51.71823070334515,0.05767182632618706,-0.02524981499114131,0.16584328263465675,12.954500000000001,14.045216326669395,11.863783673330607,0.16839188338714642,0.8500000000000014,0.6465702359136969
295868.995,0.02,13.06,13.34,12.87,13.23,0.1534,13.04,2025-10-20,002636.SZ,226293.77,51.93039357053178,0.061085087997371446,-0.007982834393438758,0.13813584478162041,12.924000000000001,13.96338038222173,11.884619617778272,0.16084499879630598,0.47000000000000064,0.6339580762055758
431217.001,0.27,13.33,13.55,12.83,13.06,2.0674,13.06,2025-10-21,002636.SZ,327015.98,54.816950893712395,0.08460163103892882,0.010534058693034757,0.14813514469178812,12.920499999999999,13.953583784241712,11.887416215758286,0.1599139018214021,0.7200000000000006,0.6401039279051776
534029.368,0.22,13.55,13.88,12.92,13.2,1.6504,13.33,2025-10-22,002636.SZ,397534.84,57.07860927115701,0.11961200942147165,0.032349648838722135,0.17452472116549905,12.9245,13.967117657124312,11.881882342875688,0.16133972797776505,0.9600000000000009,0.6629536473405221
314626.175,-0.01,13.54,13.7,13.31,13.4,-0.0738,13.55,2025-10-23,002636.SZ,233420.11,56.93909327004651,0.14488097243433096,0.0548559135578439,0.1800501177529741,12.9355,14.00009727992376,11.870902720076238,0.1646008704609426,0.3899999999999988,0.6434569582447704
697935.858,0.37,13.91,14.68,13.63,13.77,2.7326,13.54,2025-10-24,002636.SZ,498381.77,60.760798650135804,0.19254319733119374,0.08239337031251387,0.22029965403735974,12.963999999999999,14.10216842708848,11.825831572911516,0.17558908162426448,1.1400000000000006,0.6789243183701441
576532.845,0.24,14.15,14.2,13.79,14.11,1.7254,13.91,2025-10-27,002636.SZ,411703.12,63.051482986994635,0.24683647099875117,0.11528199044976134,0.26310896109797965,13.021,14.276956754200187,11.765043245799815,0.19291248816530007,0.41000000000000014,0.6597154384865623
1415108.189,0.84,14.99,15.57,13.93,14.01,5.9364,14.15,2025-10-28,002636.SZ,945031.74,69.71527519249543,0.3535695318949994,0.16293949873880897,0.38126006631238085,13.117500000000001,14.651807661455164,11.583192338544839,0.23393293866287976,1.6400000000000006,0.7297357643089508
1199139.939,0.55,15.54,16.23,14.96,14.96,3.6691,14.99,2025-10-29,002636.SZ,766318.83,73.13212465743956,0.47703766186334207,0.2257591313637156,0.5025570609992529,13.249,15.121885755360317,11.376114244639684,0.2827210740977155,1.2699999999999996,0.7683260668583114
924373.446,-0.59,14.95,15.4,14.66,15.32,-3.7967,15.54,2025-10-30,002636.SZ,617868.0,64.6992530815449,0.5212700980281291,0.2848613246965983,0.4728175466630615,13.351499999999998,15.36320548226335,11.339794517736646,0.3013452394507512,0.879999999999999,0.776302776368432
578103.735,1.5,16.45,16.45,16.17,16.45,10.0334,14.95,2025-10-31,002636.SZ,351604.94,73.16985461355482,0.669642860287972,0.3618176318148731,0.6156504569461979,13.5375,15.954352019510198,11.120647980489801,0.3570603168251447,1.5,0.8279954351992583
1045391.832,-1.64,14.81,15.85,14.81,15.85,-9.9696,16.45,2025-11-03,002636.SZ,700416.14,57.051095112877114,0.6474318579526592,0.4189404770424303,0.45698276182045783,13.6685,16.06172970503306,11.27527029496694,0.3501817617197292,1.6399999999999988,0.8859957612564542
820747.657,-0.4,14.41,14.98,14.02,14.52,-2.7009,14.81,2025-11-04,002636.SZ,570120.83,53.930518524675925,0.5907431027560168,0.4533010021851477,0.2748842011417383,13.767500000000002,16.108249992270807,11.426750007729195,0.3400399480328027,0.9600000000000009,0.8912817783095647
999839.3,1.44,15.85,15.85,14.02,14.15,9.9931,14.41,2025-11-05,002636.SZ,663228.02,61.9907474098771,0.6544685156047301,0.49353450486906425,0.32186802147133164,13.9475,16.349769760039447,11.545230239960553,0.3444731686738766,1.83,0.9583330798588815
1583017.324,1.13,16.98,17.42,15.63,15.96,7.1293,15.85,2025-11-06,002636.SZ,955459.94,66.88669946227375,0.7870799528439818,0.5522435944640478,0.469672716759868,14.183000000000002,16.806160809325064,11.559839190674937,0.3699021094726169,1.790000000000001,1.0177378598689615
1201547.057,-0.62,16.36,17.37,16.29,16.48,-3.6514,16.98,2025-11-07,002636.SZ,721430.4,62.155965026083976,0.832549540961983,0.6083047837636348,0.44848951439669626,14.397,16.99600466778301,11.797995332216992,0.36104808887726725,1.0800000000000018,1.0221851555926071
475653.177,1.64,18.0,18.0,16.36,16.4,10.0244,16.36,2025-11-10,002636.SZ,270957.56,68.5020749479813,0.9895123289067183,0.6845462927922515,0.6099320722289334,14.6835,17.545271810388943,11.821728189611058,0.38979423303557637,1.6400000000000006,1.0663147873359924
1890540.617,-1.3,16.7,19.44,16.59,19.44,-7.2222,18.0,2025-11-11,002636.SZ,1083642.41,59.92390839495151,0.997508674687845,0.7471387691713702,0.5007398110329495,14.8435,17.783419619380947,11.903580380619053,0.3961221570897628,2.8500000000000014,1.1937208739548502
1378062.143,1.02,17.72,17.78,16.61,16.61,6.1078,16.7,2025-11-12,002636.SZ,800007.47,63.758654087993264,1.0737735191068154,0.8124657191584593,0.5226155998967121,15.056999999999999,18.1849931350039,11.929006864996097,0.41548690110963693,1.1700000000000017,1.192026525815218
1092241.321,-0.56,17.16,17.65,17.0,17.59,-3.1603,17.72,2025-11-13,002636.SZ,632136.99,60.344661292340646,1.0766160779067846,0.8652957909081245,0.42264057399732025,15.225,18.428737948413573,12.021262051586426,0.42085227565367145,0.7199999999999989,1.1583103453998453
593181.668,-0.5,16.66,17.24,16.44,16.81,-2.9138,17.16,2025-11-14,002636.SZ,354009.23,57.38987937744517,1.0266879849106711,0.8975742297086339,0.25822751040407455,15.406,18.497021973733805,12.314978026266196,0.4012750842183311,0.7999999999999972,1.1327167492998562
595731.156,-0.55,16.11,16.95,15.96,16.8,-3.3013,16.66,2025-11-17,002636.SZ,365929.85,54.24349613805797,0.9319957412822575,0.9044585320233587,0.055074418517797596,15.558499999999999,18.457147779115008,12.65985222088499,0.37261275561461704,0.9899999999999984,1.1225226957784378
381195.007,-0.17,15.94,16.23,15.83,16.05,-1.0552,16.11,2025-11-18,002636.SZ,238114.03,53.27132939962608,0.8336243738664653,0.8902917003919801,-0.11333465305102974,15.688999999999998,18.39373191589149,12.984268084108507,0.3447934114209308,0.40000000000000036,1.0709139317942638
500926.956,-0.76,15.18,16.11,15.05,16.1,-4.7679,15.94,2025-11-19,002636.SZ,325136.31,49.03985590736109,0.6864260162174389,0.849518563557072,-0.32618509467926615,15.770499999999998,18.296153432907577,13.24484656709242,0.3203009965324598,1.0599999999999987,1.0701343652375306
333493.196,-0.1,15.08,15.75,15.01,15.53,-0.6588,15.18,2025-11-20,002636.SZ,217876.13,48.494025883444536,0.5552999409514783,0.7906748390359533,-0.47074979616894996,15.8475,18.172783231192085,13.522216768807915,0.29345741993274455,0.7400000000000002,1.0465533391491355
362345.345,-0.95,14.13,14.93,14.12,14.79,-6.2997,15.08,2025-11-21,002636.SZ,251545.3,43.53644828930231,0.37045415615961197,0.706630702460685,-0.6723530926021462,15.858500000000001,18.146981684666184,13.570018315333819,0.2886126285167175,0.9600000000000009,1.0403709577813403
282075.347,0.21,14.34,14.47,13.94,14.2,1.4862,14.13,2025-11-24,002636.SZ,197869.1,44.87793728387247,0.23816239706445153,0.6129370413814383,-0.7495492886339736,15.868,18.128019562095112,13.60798043790489,0.28485247820709736,0.5300000000000011,1.0039158893683875
373575.48,0.59,14.93,15.28,14.42,14.48,4.1144,14.34,2025-11-25,002636.SZ,250511.04,48.574633134554276,0.17886643313446093,0.5261229197320428,-0.6945129731951638,15.865,18.130080456337954,13.599919543662047,0.28554433738896356,0.9399999999999995,0.999350468699217
301902.644,-0.11,14.82,15.03,14.56,14.8,-0.7368,14.93,2025-11-26,002636.SZ,203843.0,47.929254930906296,0.12159618865216615,0.4452175735160675,-0.6472427697278027,15.828999999999999,18.138284692166305,13.519715307833694,0.2917789743087126,0.46999999999999886,0.9615397209349871
539805.818,1.48,16.3,16.3,15.12,15.77,9.9865,14.82,2025-11-27,002636.SZ,340428.24,56.33525528044567,0.19340330549763607,0.39485471991238125,-0.40290282882949036,15.8965,18.176336328382032,13.616663671617967,0.2868350049862589,1.4800000000000004,0.9985725980110595
904296.347,-0.63,15.67,15.91,15.35,15.57,-3.865,16.3,2025-11-28,002636.SZ,581340.76,52.45345465307773,0.1972020060973918,0.35532417714938336,-0.3162443421039831,15.857499999999998,18.12411700151986,13.590882998480136,0.28587318322810806,0.9500000000000011,0.9951031267245554
1078275.713,0.87,16.54,17.19,15.67,15.67,5.552,15.67,2025-12-01,002636.SZ,654555.18,56.87288923783019,0.26733258911888136,0.33772585954328294,-0.14078654084880315,15.943999999999999,18.17404743872127,13.713952561278727,0.2797350023483783,1.5200000000000014,1.0325957605299445
518324.625,-0.33,16.21,16.52,16.14,16.49,-1.9952,16.54,2025-12-02,002636.SZ,318191.61,54.79248324191944,0.29290689104034584,0.32876206584269557,-0.07171034960469946,16.034,18.145516292296016,13.922483707703984,0.2633798543465156,0.3999999999999986,0.9874103490635199
543940.228,-0.33,15.88,16.56,15.81,16.35,-2.0358,16.21,2025-12-03,002636.SZ,337132.08,52.71580905484668,0.28328098068205776,0.31966584881056803,-0.07276973625702055,16.035500000000003,18.146508489349394,13.924491510650611,0.26329188230481004,0.7499999999999982,0.9704524669875542
361493.356,-0.28,15.6,15.87,15.55,15.65,-1.7632,15.88,2025-12-04,002636.SZ,230765.51,50.95127041417585,0.25017485740212386,0.3057676505288792,-0.11118558625351072,15.9665,18.03735311685278,13.895646883147217,0.25939975784959535,0.33000000000000007,0.9247058622027289
318070.737,0.26,15.86,15.99,15.45,15.66,1.6667,15.6,2025-12-05,002636.SZ,201677.12,52.539886902339745,0.2421267567423211,0.2930394717715676,-0.10182543005849298,15.9415,18.004408269001733,13.878591730998266,0.2588098069819946,0.5400000000000009,0.8972268720453912
513268.336,0.32,16.18,16.5,15.62,15.71,2.0177,15.86,2025-12-08,002636.SZ,317704.19,54.493446052736125,0.2585890510203406,0.2861493876213222,-0.05512067320196323,15.8505,17.67823342522485,14.022766574775153,0.23062154824451575,0.8800000000000008,0.8959963811850062
843104.508,0.57,16.75,17.3,15.97,16.01,3.5229,16.18,2025-12-09,002636.SZ,506317.42,57.82368922119599,0.314010061625396,0.291721522422137,0.044577078406518034,15.853,17.685755762290892,14.020244237709107,0.23121879294655803,1.33,0.9269966396717915
546500.288,0.03,16.78,16.79,16.25,16.45,0.1791,16.75,2025-12-10,002636.SZ,330422.58,57.997911609891744,0.3562457814826292,0.30462637423423544,0.10323881449678751,15.806000000000001,17.4783560436827,14.1336439563173,0.21161028010663047,0.5399999999999991,0.8993540225523777
493630.788,-0.66,16.12,16.88,16.12,16.79,-3.9333,16.78,2025-12-11,002636.SZ,301474.83,52.827742032891756,0.33262709155331116,0.3102265176980506,0.04480114771052113,15.754,17.309694463305004,14.198305536694994,0.19749834496699314,0.759999999999998,0.8894001637986364
362313.933,-0.14,15.98,16.33,15.75,16.13,-0.8685,16.12,2025-12-12,002636.SZ,225808.2,51.77343240197942,0.2991637066622097,0.30801395549088245,-0.017700497657345493,15.719999999999999,17.221087325206195,14.218912674793803,0.1909780311967171,0.5799999999999983,0.8673001520987337
259251.598,-0.24,15.74,15.96,15.52,15.74,-1.5019,15.98,2025-12-15,002636.SZ,164681.05,49.93364645710389,0.250391382811209,0.2964894409549478,-0.09219611628747759,15.701500000000001,17.191427938914448,14.211572061085555,0.1897816054408109,0.46000000000000085,0.8382072840916813
270836.76,-0.41,15.33,15.73,15.11,15.7,-2.6048,15.74,2025-12-16,002636.SZ,176324.41,46.86951034429138,0.1766194324115773,0.2725154392462737,-0.1917920136693928,15.671000000000001,17.16533879058686,14.176661209413144,0.1907139034633217,0.6300000000000008,0.8233353352279899
296606.73,0.61,15.94,16.04,15.2,15.38,3.9791,15.33,2025-12-17,002636.SZ,189627.54,51.625709597541835,0.1654691073701393,0.2511061728710468,-0.171274131001815,15.709,17.189354153928235,14.228645846071762,0.18847210566277123,0.8399999999999999,0.8245256684259905
286378.234,-0.78,15.16,15.9,15.13,15.8,-4.8934,15.94,2025-12-18,002636.SZ,186007.32,45.96010008292908,0.09262518766678873,0.2194099758301952,-0.25356957632681293,15.713000000000003,17.18661496077895,14.239385039221057,0.1875663413452487,0.8099999999999987,0.8234881206812767
304934.604,-0.2,14.96,15.82,14.93,15.47,-1.3193,15.16,2025-12-19,002636.SZ,201629.44,44.60828826286402,0.018543766957135333,0.17923673405558324,-0.3213859341968958,15.754499999999998,17.079680821822542,14.429319178177456,0.16822886436542486,0.8900000000000006,0.8282389692040427
485913.568,0.87,15.83,16.1,15.03,15.03,5.8155,14.96,2025-12-22,002636.SZ,311134.26,51.316286123867684,0.029693152247780574,0.1493280176940227,-0.23926973089248427,15.828999999999999,16.974736260640864,14.683263739359132,0.14476419996725828,1.1400000000000006,0.8505076142608969
417528.97,0.36,16.19,16.36,15.75,15.77,2.2742,15.83,2025-12-23,002636.SZ,258837.15,53.80900541363554,0.06680799084019284,0.13282401232325675,-0.1320320429661278,15.892,16.96591266919269,14.818087330807307,0.1351513552973435,0.6099999999999994,0.8333284989565471
486531.918,0.47,16.66,16.88,16.1,16.36,2.903,16.19,2025-12-24,002636.SZ,294926.36,56.910967307334495,0.1326181009528753,0.13278283004918046,-0.0003294581926103213,15.984,16.98394526165972,14.984054738340282,0.12511827598344832,0.7799999999999976,0.8295193204596507
306381.726,-0.3,16.36,16.61,16.29,16.51,-1.8007,16.66,2025-12-25,002636.SZ,186700.91,54.39975092337942,0.15873578721263826,0.13797342148187203,0.04152473146153246,15.987,16.991287650133398,14.982712349866604,0.12563803717187672,0.370000000000001,0.79669651185539
779605.514,0.84,17.2,17.83,16.43,16.64,5.1345,16.36,2025-12-26,002636.SZ,455897.17,59.75459887687891,0.24439795408609655,0.15925832800271694,0.1702792521667592,16.0635,17.191577544926922,14.935422455073082,0.14045227315677403,1.4699999999999989,0.8447896181514335
609720.06,0.35,17.55,17.97,17.09,17.4,2.0349,17.2,2025-12-29,002636.SZ,349339.44,61.76910166909564,0.33664725344181434,0.1947361130905364,0.2838222807025559,16.114,17.40984599474829,14.818154005251712,0.16083480138367753,0.879999999999999,0.8473046454263311
364739.544,-0.33,17.22,17.42,16.82,17.22,-1.8803,17.55,2025-12-30,002636.SZ,211797.21,58.78149893188523,0.378761123268184,0.23154111512606596,0.2944400162842361,16.1645,17.551605657570136,14.777394342429867,0.17162370102015334,0.7300000000000004,0.8389257421815932
331116.749,-0.51,16.71,17.43,16.67,17.3,-2.9617,17.22,2025-12-31,002636.SZ,196357.0,54.402159362003594,0.3667561936647026,0.2585841308337933,0.2163441256618186,16.206,17.606862891972362,14.805137108027635,0.17288200567349915,0.759999999999998,0.8332881891686221
382273.532,0.3,17.01,17.1,16.54,16.54,1.7953,16.71,2026-01-05,002636.SZ,226824.83,56.45719848714495,0.37710268820710624,0.2822878423084559,0.18962969179730071,16.276500000000002,17.690806971815604,14.862193028184398,0.17378514690696437,0.5600000000000023,0.8137676042280064
348353.925,-0.02,16.99,17.15,16.6,16.85,-0.1176,17.01,2026-01-06,002636.SZ,206576.11,56.27510870130341,0.37931600799722887,0.3016934754462105,0.15524506510203673,16.333000000000002,17.76739112334703,14.898608876652975,0.17564331394685928,0.5499999999999972,0.7949270610688629
