ts_code,trade_date,open,close
603365.SH,20210701,14.23,14.42
603366.SH,20210701,4.63,4.56
603367.SH,20210701,12.4,12.51
603368.SH,20210701,19.74,19.88
603369.SH,20210701,54.0,53.96
603377.SH,20210701,10.67,10.25
603378.SH,20210701,55.76,54.27
603379.SH,20210701,18.19,17.93
603380.SH,20210701,24.38,24.39
603383.SH,20210701,28.26,27.28
603385.SH,20210701,9.83,10.06
603386.SH,20210701,17.75,16.96
603387.SH,20210701,22.46,22.1
603388.SH,20210701,6.0,5.92
603389.SH,20210701,4.7,4.75
603390.SH,20210701,9.34,9.29
603392.SH,20210701,257.0,252.8
603393.SH,20210701,18.29,18.16
603396.SH,20210701,59.0,58.2
603398.SH,20210701,9.17,9.23
603399.SH,20210701,4.96,4.75
603408.SH,20210701,14.86,14.83
603416.SH,20210701,64.03,64.44
603421.SH,20210701,7.55,7.37
603429.SH,20210701,32.39,31.6
603439.SH,20210701,14.4,15.58
603444.SH,20210701,527.73,524.0
603456.SH,20210701,48.01,48.18
603458.SH,20210701,16.21,15.99
603466.SH,20210701,16.33,16.15
603477.SH,20210701,11.79,11.8
603486.SH,20210701,228.0,233.22
603488.SH,20210701,7.21,7.15
603489.SH,20210701,236.38,229.91
603496.SH,20210701,14.89,14.41
603499.SH,20210701,7.63,7.53
603500.SH,20210701,8.89,8.7
603501.SH,20210701,328.0,326.0
603505.SH,20210701,19.38,19.43
603506.SH,20210701,14.36,14.4
603507.SH,20210701,20.75,20.7
603508.SH,20210701,19.61,19.0
603511.SH,20210701,32.9,33.4
603515.SH,20210701,25.6,25.71
603516.SH,20210701,21.32,20.71
603517.SH,20210701,83.06,85.5
603518.SH,20210701,24.67,23.77
603519.SH,20210701,14.23,14.08
603520.SH,20210701,61.07,62.01
603527.SH,20210701,7.56,7.43
603528.SH,20210701,8.56,8.56
603529.SH,20210701,57.4,57.95
603530.SH,20210701,18.12,17.6
603533.SH,20210701,28.66,28.01
603535.SH,20210701,34.88,35.1
603536.SH,20210701,12.91,12.62
603538.SH,20210701,46.05,45.82
603551.SH,20210701,11.96,11.85
603555.SH,20210701,2.23,2.28
603556.SH,20210701,11.71,11.68
603557.SH,20210701,5.2,5.54
603558.SH,20210701,8.67,8.52
603559.SH,20210701,12.67,12.19
603565.SH,20210701,29.91,29.58
603566.SH,20210701,22.96,23.4
603567.SH,20210701,16.29,16.58
603568.SH,20210701,23.01,23.83
603569.SH,20210701,7.44,7.28
603577.SH,20210701,9.03,9.01
603578.SH,20210701,14.49,14.4
603579.SH,20210701,41.08,40.72
603580.SH,20210701,10.63,10.75
603583.SH,20210701,50.8,50.07
603585.SH,20210701,15.05,15.0
603586.SH,20210701,12.08,12.5
603587.SH,20210701,24.68,24.86
603588.SH,20210701,14.41,14.37
603589.SH,20210701,67.31,69.93
603590.SH,20210701,36.91,37.28
603595.SH,20210701,26.15,23.79
603596.SH,20210701,35.74,35.17
603598.SH,20210701,10.48,10.43
603599.SH,20210701,30.29,28.78
603600.SH,20210701,10.36,10.2
603601.SH,20210701,11.68,11.48
603602.SH,20210701,10.45,10.17
603603.SH,20210701,5.24,5.11
603605.SH,20210701,199.0,204.0
603606.SH,20210701,20.01,19.74
603607.SH,20210701,14.55,14.35
603608.SH,20210701,6.52,6.9
603609.SH,20210701,10.41,10.43
603610.SH,20210701,18.04,17.81
603611.SH,20210701,13.93,13.38
603612.SH,20210701,17.97,17.3
603613.SH,20210701,100.0,109.97
603615.SH,20210701,10.69,10.29
603616.SH,20210701,5.35,5.32
603617.SH,20210701,10.26,10.16
603618.SH,20210701,6.33,6.12
603619.SH,20210701,9.76,9.75
603626.SH,20210701,9.13,9.45
603628.SH,20210701,9.8,9.25
603629.SH,20210701,22.36,23.97
603630.SH,20210701,24.85,25.47
603633.SH,20210701,10.42,11.5
603636.SH,20210701,9.65,9.4
603637.SH,20210701,7.3,7.28
603638.SH,20210701,42.69,42.12
603639.SH,20210701,18.01,17.87
603648.SH,20210701,8.21,8.21
603650.SH,20210701,47.71,46.2
603655.SH,20210701,20.86,20.83
603656.SH,20210701,14.73,14.61
603657.SH,20210701,34.97,35.37
603658.SH,20210701,75.5,76.4
603659.SH,20210701,134.8,138.47
603660.SH,20210701,6.93,6.86
603661.SH,20210701,49.07,49.7
603662.SH,20210701,28.56,27.85
603663.SH,20210701,14.46,14.49
603665.SH,20210701,14.88,14.47
603666.SH,20210701,92.15,89.15
603667.SH,20210701,9.58,9.31
603668.SH,20210701,7.21,7.13
603669.SH,20210701,8.64,8.51
603676.SH,20210701,7.95,8.07
603677.SH,20210701,11.25,11.3
603678.SH,20210701,67.5,68.09
603679.SH,20210701,17.14,16.8
603680.SH,20210701,11.15,11.11
603681.SH,20210701,25.19,24.78
603682.SH,20210701,6.5,6.47
603683.SH,20210701,9.45,9.33
603685.SH,20210701,12.2,12.2
603686.SH,20210701,15.22,15.2
603687.SH,20210701,7.87,7.76
603688.SH,20210701,23.53,23.13
603689.SH,20210701,9.63,9.56
603690.SH,20210701,40.88,39.72
603693.SH,20210701,13.45,13.06
603696.SH,20210701,10.2,10.15
603697.SH,20210701,20.22,19.74
603698.SH,20210701,17.59,16.28
603699.SH,20210701,10.5,10.57
603700.SH,20210701,24.19,24.12
603701.SH,20210701,9.05,8.7
603703.SH,20210701,12.7,11.98
603706.SH,20210701,13.4,13.4
603707.SH,20210701,41.76,41.33
603708.SH,20210701,17.58,17.99
603709.SH,20210701,17.65,17.59
603711.SH,20210701,17.02,17.26
603712.SH,20210701,36.41,34.96
603713.SH,20210701,108.04,110.83
603716.SH,20210701,14.51,14.12
603717.SH,20210701,13.77,13.4
603718.SH,20210701,14.64,14.42
603719.SH,20210701,45.2,44.94
603721.SH,20210701,17.91,16.62
603722.SH,20210701,52.01,49.35
603725.SH,20210701,7.28,7.23
603726.SH,20210701,14.24,13.8
603727.SH,20210701,18.2,17.65
603728.SH,20210701,17.7,17.43
603729.SH,20210701,14.31,14.04
603730.SH,20210701,18.5,18.61
603733.SH,20210701,37.42,37.8
603737.SH,20210701,177.5,176.97
603738.SH,20210701,35.18,33.52
603739.SH,20210701,17.1,16.94
603755.SH,20210701,62.01,62.39
603757.SH,20210701,19.91,19.71
603758.SH,20210701,7.51,7.52
603759.SH,20210701,20.21,20.2
603766.SH,20210701,3.63,3.52
603767.SH,20210701,6.72,6.55
603768.SH,20210701,15.65,15.35
603773.SH,20210701,26.34,25.55
603776.SH,20210701,18.01,17.5
603777.SH,20210701,16.43,15.65
603778.SH,20210701,4.08,4.0
603779.SH,20210701,8.22,8.24
603786.SH,20210701,75.07,73.81
603787.SH,20210701,23.9,23.58
603788.SH,20210701,12.64,12.68
603789.SH,20210701,12.68,12.65
603790.SH,20210701,10.21,10.16
603797.SH,20210701,7.45,7.38
603798.SH,20210701,10.22,10.04
603799.SH,20210701,114.8,110.0
603800.SH,20210701,9.24,9.16
603801.SH,20210701,32.06,32.74
603803.SH,20210701,8.67,8.43
603806.SH,20210701,106.27,103.95
603808.SH,20210701,15.93,16.05
603809.SH,20210701,13.3,12.75
603810.SH,20210701,15.4,15.11
603811.SH,20210701,17.35,17.34
603813.SH,20210701,13.43,13.43
603815.SH,20210701,8.72,8.72
603816.SH,20210701,77.1,75.91
603817.SH,20210701,5.63,5.54
603818.SH,20210701,8.89,8.84
603819.SH,20210701,9.07,8.97
603822.SH,20210701,27.9,26.51
603823.SH,20210701,15.07,14.93
603825.SH,20210701,18.6,18.8
603826.SH,20210701,38.38,37.39
603828.SH,20210701,4.12,4.09
603829.SH,20210701,10.8,10.44
603833.SH,20210701,141.39,146.5
603836.SH,20210701,21.76,21.54
603838.SH,20210701,6.18,6.19
603839.SH,20210701,9.58,9.7
603843.SH,20210701,4.07,3.98
603848.SH,20210701,12.3,12.23
603855.SH,20210701,17.12,16.79
603856.SH,20210701,11.23,11.08
603858.SH,20210701,22.5,23.08
603859.SH,20210701,36.45,35.13
603860.SH,20210701,20.9,20.57
603861.SH,20210701,8.25,8.15
603863.SH,20210701,8.15,7.98
603866.SH,20210701,31.2,31.3
603867.SH,20210701,25.11,24.27
603868.SH,20210701,42.2,41.87
603869.SH,20210701,8.86,8.65
603871.SH,20210701,16.15,15.92
603876.SH,20210701,31.01,28.37
603877.SH,20210701,53.91,51.5
603878.SH,20210701,7.4,7.41
603879.SH,20210701,7.24,7.01
603880.SH,20210701,7.16,7.12
603881.SH,20210701,35.96,34.45
603882.SH,20210701,160.0,155.5
603883.SH,20210701,52.69,53.13
603885.SH,20210701,15.45,15.09
603886.SH,20210701,17.45,17.72
603887.SH,20210701,10.01,9.88
603888.SH,20210701,21.02,19.61
603889.SH,20210701,5.48,5.48
603890.SH,20210701,12.92,12.89
603893.SH,20210701,139.0,139.22
603895.SH,20210701,18.16,17.88
603896.SH,20210701,40.0,41.5
603897.SH,20210701,24.19,24.18
603898.SH,20210701,13.7,13.79
603899.SH,20210701,84.47,82.98
603900.SH,20210701,7.28,7.23
603901.SH,20210701,18.0,17.18
603903.SH,20210701,9.98,10.01
603906.SH,20210701,34.01,34.1
603908.SH,20210701,23.55,22.95
603909.SH,20210701,14.67,14.98
603912.SH,20210701,15.45,15.82
603915.SH,20210701,40.4,39.04
603916.SH,20210701,20.53,20.4
603917.SH,20210701,9.23,9.15
603918.SH,20210701,7.87,7.62
603919.SH,20210701,40.9,41.31
603920.SH,20210701,13.91,13.15
603922.SH,20210701,15.13,15.13
603926.SH,20210701,15.64,15.11
603927.SH,20210701,43.02,40.85
603928.SH,20210701,10.66,10.55
603929.SH,20210701,11.31,10.71
603931.SH,20210701,32.14,30.98
603933.SH,20210701,15.98,15.12
603936.SH,20210701,11.83,11.4
603937.SH,20210701,12.6,12.44
603938.SH,20210701,36.8,37.15
603939.SH,20210701,56.01,56.65
603948.SH,20210701,19.06,18.63
603949.SH,20210701,14.19,14.13
603950.SH,20210701,18.63,19.03
603955.SH,20210701,13.57,13.14
603956.SH,20210701,18.28,17.88
603958.SH,20210701,10.88,10.88
603959.SH,20210701,10.28,10.13
603960.SH,20210701,33.1,32.65
603963.SH,20210701,7.85,8.22
603966.SH,20210701,12.23,12.15
603967.SH,20210701,11.56,11.62
603968.SH,20210701,14.38,14.16
603969.SH,20210701,4.25,4.16
603970.SH,20210701,23.07,22.08
603976.SH,20210701,38.4,38.04
603977.SH,20210701,7.25,7.19
603978.SH,20210701,17.38,17.32
603979.SH,20210701,18.13,17.69
603980.SH,20210701,6.55,6.4
603982.SH,20210701,16.88,16.76
603983.SH,20210701,51.99,52.86
603985.SH,20210701,16.95,16.55
603986.SH,20210701,186.95,184.68
603987.SH,20210701,26.05,25.99
603988.SH,20210701,16.56,16.31
603989.SH,20210701,32.8,31.56
603990.SH,20210701,25.2,24.95
603991.SH,20210701,50.19,49.26
603992.SH,20210701,18.29,18.4
603993.SH,20210701,5.16,5.06
603995.SH,20210701,38.68,37.21
603996.SH,20210701,2.78,2.83
603997.SH,20210701,8.23,8.27
603998.SH,20210701,5.92,6.16
603999.SH,20210701,5.27,5.16
605001.SH,20210701,9.23,9.17
605003.SH,20210701,23.46,23.5
605005.SH,20210701,16.28,15.98
605006.SH,20210701,12.2,11.65
605007.SH,20210701,18.84,19.43
605008.SH,20210701,19.14,19.24
605009.SH,20210701,72.6,72.23
605011.SH,20210701,9.77,9.77
605016.SH,20210701,31.77,32.96
605018.SH,20210701,13.2,13.41
605050.SH,20210701,10.81,10.68
605055.SH,20210701,9.52,9.42
605058.SH,20210701,23.59,22.81
605060.SH,20210701,15.81,15.85
605066.SH,20210701,13.06,12.99
605068.SH,20210701,35.93,35.82
605077.SH,20210701,45.81,45.63
605080.SH,20210701,61.97,62.99
605081.SH,20210701,39.5,39.47
605086.SH,20210701,23.69,23.53
605088.SH,20210701,16.17,16.1
605089.SH,20210701,87.34,95.72
605090.SH,20210701,32.41,31.89
605098.SH,20210701,56.56,56.2
605099.SH,20210701,42.37,42.85
605100.SH,20210701,39.8,39.82
605108.SH,20210701,19.3,19.38
605111.SH,20210701,180.27,167.98
605116.SH,20210701,14.0,14.21
605117.SH,20210701,128.01,122.46
605118.SH,20210701,14.32,14.15
605122.SH,20210701,26.79,26.58
605123.SH,20210701,75.88,74.47
605128.SH,20210701,33.98,34.31
605133.SH,20210701,21.68,21.52
605136.SH,20210701,30.5,30.28
605151.SH,20210701,18.43,18.22
605155.SH,20210701,21.84,22.33
605158.SH,20210701,8.28,8.2
605166.SH,20210701,9.3,9.15
605168.SH,20210701,153.68,152.99
605169.SH,20210701,14.66,14.63
605177.SH,20210701,32.47,32.76
605178.SH,20210701,36.56,36.55
605179.SH,20210701,17.91,18.09
605180.SH,20210701,37.0,36.52
605183.SH,20210701,17.05,16.33
605186.SH,20210701,34.9,36.91
605188.SH,20210701,8.9,8.88
605189.SH,20210701,24.14,23.8
605196.SH,20210701,13.28,12.9
605198.SH,20210701,22.98,23.09
605199.SH,20210701,28.0,30.5
605208.SH,20210701,21.84,21.9
605218.SH,20210701,14.26,13.93
605222.SH,20210701,20.36,19.78
605228.SH,20210701,9.47,9.47
605255.SH,20210701,15.02,14.76
605258.SH,20210701,32.13,30.95
605259.SH,20210701,35.65,35.44
605266.SH,20210701,89.0,88.84
605268.SH,20210701,13.82,13.77
605277.SH,20210701,21.03,20.65
605286.SH,20210701,20.4,20.1
605288.SH,20210701,104.78,103.46
605289.SH,20210701,28.39,28.4
605296.SH,20210701,47.4,46.84
605298.SH,20210701,20.07,19.66
605299.SH,20210701,21.6,20.0
605300.SH,20210701,27.8,27.49
605303.SH,20210701,18.4,18.62
605305.SH,20210701,52.79,51.36
605318.SH,20210701,14.67,14.5
605319.SH,20210701,17.9,17.76
605333.SH,20210701,13.69,13.8
605336.SH,20210701,26.96,26.6
605337.SH,20210701,59.66,61.09
605338.SH,20210701,32.25,32.66
605339.SH,20210701,43.28,43.81
605358.SH,20210701,115.75,110.3
605366.SH,20210701,12.02,11.83
605368.SH,20210701,14.22,14.05
605369.SH,20210701,114.12,116.98
605376.SH,20210701,74.5,77.0
605377.SH,20210701,15.44,15.64
605378.SH,20210701,46.27,42.77
605388.SH,20210701,22.76,23.08
605389.SH,20210701,58.52,58.69
605398.SH,20210701,43.42,42.2
605399.SH,20210701,22.99,21.51
605488.SH,20210701,26.69,27.95
605499.SH,20210701,247.0,250.0
605500.SH,20210701,17.66,17.6
688001.SH,20210701,37.82,37.05
688002.SH,20210701,100.19,99.32
688003.SH,20210701,35.19,33.73
688004.SH,20210701,37.68,36.81
688005.SH,20210701,121.96,123.0
688006.SH,20210701,85.43,82.0
688007.SH,20210701,41.88,40.63
688008.SH,20210701,61.8,60.5
688009.SH,20210701,5.7,5.69
688010.SH,20210701,29.75,28.66
688011.SH,20210701,39.53,39.2
688012.SH,20210701,163.0,158.99
688013.SH,20210701,31.84,31.97
688015.SH,20210701,31.24,30.41
688016.SH,20210701,458.88,449.15
688017.SH,20210701,140.29,138.49
688018.SH,20210701,239.99,223.3
688019.SH,20210701,311.0,294.67
688020.SH,20210701,93.95,88.98
688021.SH,20210701,45.59,46.15
688022.SH,20210701,41.45,38.18
688023.SH,20210701,253.74,254.33
688025.SH,20210701,46.92,45.6
688026.SH,20210701,85.68,85.0
688027.SH,20210701,217.02,211.34
688028.SH,20210701,36.2,34.88
688029.SH,20210701,312.6,306.21
688030.SH,20210701,27.0,26.65
688033.SH,20210701,16.05,15.73
688036.SH,20210701,209.5,205.6
688037.SH,20210701,149.6,139.57
688039.SH,20210701,56.88,55.03
688050.SH,20210701,377.78,372.0
688051.SH,20210701,74.63,71.27
688055.SH,20210701,7.84,7.58
688056.SH,20210701,70.86,68.77
688057.SH,20210701,31.61,30.99
688058.SH,20210701,92.63,91.0
688059.SH,20210701,167.74,163.29
688060.SH,20210701,69.0,70.56
688063.SH,20210701,196.25,183.45
688065.SH,20210701,105.2,105.47
688066.SH,20210701,41.32,40.1
688067.SH,20210701,31.1,31.62
688068.SH,20210701,188.0,181.09
688069.SH,20210701,59.7,58.56
688070.SH,20210701,36.36,34.77
688076.SH,20210701,68.75,72.81
688077.SH,20210701,44.28,42.26
688078.SH,20210701,46.2,46.85
688079.SH,20210701,19.65,19.62
688080.SH,20210701,47.46,45.41
688081.SH,20210701,35.66,31.48
688083.SH,20210701,545.01,545.24
688085.SH,20210701,45.14,43.63
688086.SH,20210701,25.5,23.92
688088.SH,20210701,56.11,54.04
688089.SH,20210701,47.0,50.22
688090.SH,20210701,34.38,33.82
688092.SH,20210701,34.56,35.03
688093.SH,20210701,39.45,38.39
688095.SH,20210701,252.55,242.08
688096.SH,20210701,15.39,14.96
688097.SH,20210701,32.01,32.79
688098.SH,20210701,13.66,13.09
688099.SH,20210701,112.0,108.39
688100.SH,20210701,26.97,25.58
688101.SH,20210701,16.75,16.15
688106.SH,20210701,27.1,26.86
688108.SH,20210701,11.0,11.08
688109.SH,20210701,79.05,77.91
688111.SH,20210701,394.8,414.98
688113.SH,20210701,66.11,63.12
688116.SH,20210701,118.0,121.08
688117.SH,20210701,47.9,49.0
688118.SH,20210701,25.8,24.51
688122.SH,20210701,64.0,63.0
688123.SH,20210701,49.65,47.56
688126.SH,20210701,28.88,27.9
688127.SH,20210701,27.81,25.86
688128.SH,20210701,18.52,18.69
688129.SH,20210701,18.62,18.73
688131.SH,20210701,344.99,346.89
688133.SH,20210701,320.0,328.0
688135.SH,20210701,55.91,52.7
688136.SH,20210701,37.39,36.63
688138.SH,20210701,21.0,19.8
688139.SH,20210701,106.55,114.13
688155.SH,20210701,118.0,119.0
688156.SH,20210701,18.42,18.67
688157.SH,20210701,124.66,126.7
688158.SH,20210701,39.0,38.16
688159.SH,20210701,28.0,26.54
688160.SH,20210701,41.59,40.31
688161.SH,20210701,104.0,107.1
688165.SH,20210701,11.34,11.08
688166.SH,20210701,41.61,41.42
688168.SH,20210701,55.55,54.29
688169.SH,20210701,1267.0,1242.68
688177.SH,20210701,26.44,26.1
688178.SH,20210701,25.95,25.82
688179.SH,20210701,140.41,151.04
688180.SH,20210701,82.2,82.01
688181.SH,20210701,53.23,51.66
688183.SH,20210701,14.5,13.91
688185.SH,20210701,777.79,742.0
688186.SH,20210701,35.17,36.92
688188.SH,20210701,437.03,439.0
688189.SH,20210701,46.58,46.56
688191.SH,20210701,21.56,22.59
688195.SH,20210701,21.7,20.91
688196.SH,20210701,59.18,56.0
688198.SH,20210701,225.4,237.99
688199.SH,20210701,43.1,43.0
688200.SH,20210701,469.0,498.0
688201.SH,20210701,52.58,57.53
688202.SH,20210701,521.0,532.55
688208.SH,20210701,87.89,88.36
688215.SH,20210701,42.05,41.66
688216.SH,20210701,66.4,63.84
688217.SH,20210701,83.4,86.57
688218.SH,20210701,17.81,16.64
688219.SH,20210701,17.48,17.11
688221.SH,20210701,20.95,20.92
688222.SH,20210701,29.95,30.3
688228.SH,20210701,38.96,38.37
688229.SH,20210701,75.88,74.0
688233.SH,20210701,53.54,52.1
688256.SH,20210701,137.15,133.6
688258.SH,20210701,51.95,48.74
688260.SH,20210701,21.4,20.3
688266.SH,20210701,71.44,69.69
688268.SH,20210701,75.35,72.97
688269.SH,20210701,139.0,134.8
688276.SH,20210701,103.01,103.0
688277.SH,20210701,36.0,35.69
688278.SH,20210701,36.56,35.9
688286.SH,20210701,143.0,131.89
688288.SH,20210701,48.08,44.96
688289.SH,20210701,95.42,97.19
688298.SH,20210701,221.0,217.8
688299.SH,20210701,27.19,27.0
688300.SH,20210701,62.5,61.33
688301.SH,20210701,283.0,299.99
688308.SH,20210701,67.77,68.4
688309.SH,20210701,28.13,27.47
688310.SH,20210701,30.8,31.0
688311.SH,20210701,74.0,69.53
688312.SH,20210701,28.06,26.75
688313.SH,20210701,18.12,17.2
688314.SH,20210701,106.07,109.1
688315.SH,20210701,48.8,49.97
688316.SH,20210701,72.58,69.06
688317.SH,20210701,64.93,63.91
688318.SH,20210701,189.74,177.44
688319.SH,20210701,37.4,38.48
688321.SH,20210701,46.0,45.3
688323.SH,20210701,31.93,32.69
688328.SH,20210701,40.0,39.26
688329.SH,20210701,54.89,59.3
688330.SH,20210701,73.02,73.8
688333.SH,20210701,188.86,175.36
688335.SH,20210701,34.64,33.89
688336.SH,20210701,20.39,20.54
688338.SH,20210701,55.64,56.7
688339.SH,20210701,282.19,269.39
688345.SH,20210701,72.51,68.93
688350.SH,20210701,22.89,22.51
688355.SH,20210701,26.62,25.7
688356.SH,20210701,327.0,319.65
688357.SH,20210701,125.0,131.94
688358.SH,20210701,53.0,53.78
688359.SH,20210701,35.5,37.45
688360.SH,20210701,26.24,26.31
688363.SH,20210701,277.0,299.0
688365.SH,20210701,19.08,18.38
688366.SH,20210701,210.28,239.19
688367.SH,20210701,21.49,21.2
688369.SH,20210701,64.0,62.98
688377.SH,20210701,16.4,15.8
688378.SH,20210701,65.57,65.9
688379.SH,20210701,24.56,23.77
688383.SH,20210701,141.1,133.27
688386.SH,20210701,58.0,56.5
688388.SH,20210701,94.0,90.3
688389.SH,20210701,30.89,32.12
688390.SH,20210701,334.5,325.0
688393.SH,20210701,39.58,38.7
688395.SH,20210701,27.03,26.79
688396.SH,20210701,90.0,88.18
688398.SH,20210701,41.28,40.5
688399.SH,20210701,169.0,166.87
688408.SH,20210701,201.0,189.0
688418.SH,20210701,19.96,18.73
688425.SH,20210701,6.18,6.01
688456.SH,20210701,27.52,27.42
688466.SH,20210701,22.97,22.05
688468.SH,20210701,22.28,22.39
688488.SH,20210701,23.5,26.59
688499.SH,20210701,192.0,178.2
688500.SH,20210701,37.5,36.78
688505.SH,20210701,17.34,17.38
688508.SH,20210701,111.0,99.0
688510.SH,20210701,26.6,24.78
688513.SH,20210701,45.2,45.44
688516.SH,20210701,148.0,136.2
688517.SH,20210701,14.1,13.75
688518.SH,20210701,18.79,18.72
688519.SH,20210701,37.86,36.36
688520.SH,20210701,49.42,48.09
688521.SH,20210701,77.72,76.59
688526.SH,20210701,36.25,36.24
688528.SH,20210701,13.35,13.45
688529.SH,20210701,25.85,24.82
688533.SH,20210701,25.82,24.72
688536.SH,20210701,545.24,546.13
688538.SH,20210701,3.81,3.75
688550.SH,20210701,91.69,91.65
688551.SH,20210701,50.8,47.46
688555.SH,20210701,34.59,34.82
688556.SH,20210701,23.3,22.3
688557.SH,20210701,33.66,33.3
688558.SH,20210701,36.2,36.45
688559.SH,20210701,30.18,28.37
688560.SH,20210701,24.09,22.6
688561.SH,20210701,92.6,94.33
688565.SH,20210701,18.08,17.88
688566.SH,20210701,25.61,26.7
688567.SH,20210701,34.07,31.68
688568.SH,20210701,64.49,61.95
688569.SH,20210701,18.67,18.12
688571.SH,20210701,9.02,8.77
688575.SH,20210701,44.3,44.55
688577.SH,20210701,53.0,51.04
688578.SH,20210701,35.1,34.39
688579.SH,20210701,14.23,13.35
688580.SH,20210701,169.87,179.97
688585.SH,20210701,10.6,10.42
688586.SH,20210701,28.0,25.88
688588.SH,20210701,18.01,17.35
688589.SH,20210701,39.63,36.9
688590.SH,20210701,18.66,17.75
688595.SH,20210701,87.91,83.38
688596.SH,20210701,19.9,18.84
688597.SH,20210701,12.71,12.64
688598.SH,20210701,268.0,274.6
688599.SH,20210701,28.57,29.72
688600.SH,20210701,16.1,15.88
688601.SH,20210701,177.12,161.8
688606.SH,20210701,148.38,151.67
688607.SH,20210701,47.99,45.55
688608.SH,20210701,314.75,303.88
688609.SH,20210701,17.79,15.22
688611.SH,20210701,49.49,50.88
688613.SH,20210701,94.5,93.49
688616.SH,20210701,14.26,14.12
688617.SH,20210701,400.04,440.0
688618.SH,20210701,42.0,43.41
688619.SH,20210701,27.5,27.02
688621.SH,20210701,88.6,95.85
688625.SH,20210701,52.42,50.08
688626.SH,20210701,119.2,117.32
688628.SH,20210701,33.55,34.26
688630.SH,20210701,78.0,79.02
688633.SH,20210701,56.03,57.36
688636.SH,20210701,106.3,102.5
688639.SH,20210701,49.42,49.5
688655.SH,20210701,20.9,19.75
688656.SH,20210701,74.4,75.7
688658.SH,20210701,22.41,22.87
688659.SH,20210701,13.22,12.99
688660.SH,20210701,8.79,8.65
688661.SH,20210701,94.2,89.71
688662.SH,20210701,36.56,35.9
688663.SH,20210701,21.59,20.99
688665.SH,20210701,137.34,134.88
688667.SH,20210701,111.11,105.46
688668.SH,20210701,32.75,33.2
688669.SH,20210701,32.8,32.37
688676.SH,20210701,16.8,16.24
688677.SH,20210701,109.49,107.96
688678.SH,20210701,23.7,23.23
688679.SH,20210701,13.18,13.02
688680.SH,20210701,261.8,247.66
688681.SH,20210701,18.43,18.19
688682.SH,20210701,129.81,118.24
688683.SH,20210701,17.19,16.8
688685.SH,20210701,26.07,24.86
688686.SH,20210701,452.45,475.0
688687.SH,20210701,29.27,29.85
688689.SH,20210701,38.1,36.48
688690.SH,20210701,116.0,116.5
688696.SH,20210701,808.88,806.4
688698.SH,20210701,20.3,19.25
688699.SH,20210701,342.38,342.38
688700.SH,20210701,54.71,53.48
688777.SH,20210701,94.48,94.51
688788.SH,20210701,147.0,143.16
688819.SH,20210701,44.46,43.67
688981.SH,20210701,61.3,60.33
689009.SH,20210701,85.8,82.75
920433.BJ,20210701,9.06,9.26
920368.BJ,20210701,83.88,83.36
920964.BJ,20210701,4.32,4.29
920445.BJ,20210701,12.11,12.19
920149.BJ,20210701,7.05,7.08
920826.BJ,20210701,6.23,6.2
920370.BJ,20210701,6.18,6.13
920475.BJ,20210701,15.68,15.38
920489.BJ,20210701,8.87,8.9
920509.BJ,20210701,9.58,9.57
920275.BJ,20210701,4.66,4.68
920599.BJ,20210701,7.97,7.97
920163.BJ,20210701,8.2,8.19
920682.BJ,20210701,7.34,7.32
920263.BJ,20210701,5.14,5.14
920239.BJ,20210701,66.39,64.5
920799.BJ,20210701,16.77,16.94
832317.BJ,20210701,14.07,14.2
920523.BJ,20210701,15.5,14.67
920010.BJ,20210701,4.06,3.99
920510.BJ,20210701,7.88,8.21
833994.BJ,20210701,34.04,33.78
920415.BJ,20210701,4.9,4.85
920670.BJ,20210701,11.48,11.55
920212.BJ,20210701,9.02,9.01
920418.BJ,20210701,11.84,11.68
920396.BJ,20210701,9.54,9.72
920427.BJ,20210701,8.01,8.07
920242.BJ,20210701,12.16,11.97
920832.BJ,20210701,6.78,6.79
920735.BJ,20210701,23.49,23.27
920768.BJ,20210701,8.17,8.17
920856.BJ,20210701,6.62,6.7
920000.BJ,20210701,6.43,6.46
920030.BJ,20210701,3.81,3.81
920675.BJ,20210701,14.04,13.87
920839.BJ,20210701,9.35,9.35
833874.BJ,20210701,10.17,10.39
920819.BJ,20210701,5.55,5.55
920946.BJ,20210701,5.2,5.19
920344.BJ,20210701,22.12,22.24
920021.BJ,20210701,6.16,6.27
920225.BJ,20210701,6.94,6.94
920726.BJ,20210701,9.05,9.05
920167.BJ,20210701,21.3,21.28
920185.BJ,20210701,67.05,65.12
920729.BJ,20210701,15.57,15.8
920047.BJ,20210701,10.6,10.9
920278.BJ,20210701,14.85,14.89
920266.BJ,20210701,12.4,12.39
920640.BJ,20210701,22.82,22.69
920961.BJ,20210701,31.78,30.91
920184.BJ,20210701,9.54,9.53
920508.BJ,20210701,9.23,9.26
920971.BJ,20210701,3.5,3.5
920491.BJ,20210701,13.88,12.88
920267.BJ,20210701,18.3,18.29
920564.BJ,20210701,5.4,5.4
920914.BJ,20210701,14.48,14.45
920179.BJ,20210701,22.87,23.77
920476.BJ,20210701,6.1,6.09
920046.BJ,20210701,3.68,5.0
920139.BJ,20210701,7.18,7.19
920808.BJ,20210701,47.76,46.58
920985.BJ,20210701,6.53,6.96
920685.BJ,20210701,14.0,14.0
920753.BJ,20210701,32.98,32.98
920152.BJ,20210701,8.35,8.18
920230.BJ,20210701,4.8,4.8
920866.BJ,20210701,4.53,4.8
