ts_code,trade_date,open,close
000600.SZ,20210701,4.9,4.86
000601.SZ,20210701,5.47,5.29
000603.SZ,20210701,12.75,12.75
000605.SZ,20210701,5.33,5.24
000606.SZ,20210701,2.23,2.17
000607.SZ,20210701,3.62,3.6
000608.SZ,20210701,3.49,3.51
000609.SZ,20210701,2.98,2.91
000610.SZ,20210701,10.0,9.78
000611.SZ,20210701,3.67,3.79
000612.SZ,20210701,7.08,6.9
000613.SZ,20210701,3.63,3.5
000615.SZ,20210701,21.68,22.71
000616.SZ,20210701,1.91,1.85
000617.SZ,20210701,6.02,5.99
000619.SZ,20210701,5.1,5.12
000620.SZ,20210701,2.37,2.39
000622.SZ,20210701,3.49,3.41
000623.SZ,20210701,15.58,15.66
000625.SZ,20210701,19.0,18.81
000626.SZ,20210701,17.3,17.32
000627.SZ,20210701,3.63,3.64
000628.SZ,20210701,8.33,8.25
000629.SZ,20210701,2.29,2.24
000630.SZ,20210701,2.73,2.67
000631.SZ,20210701,3.22,3.17
000632.SZ,20210701,3.55,3.52
000633.SZ,20210701,6.44,6.33
000635.SZ,20210701,11.29,10.68
000636.SZ,20210701,30.22,29.74
000637.SZ,20210701,3.89,3.81
000638.SZ,20210701,5.12,4.89
000639.SZ,20210701,5.84,5.67
000650.SZ,20210701,10.92,11.11
000651.SZ,20210701,52.12,51.86
000652.SZ,20210701,4.31,4.26
000655.SZ,20210701,10.0,10.37
000656.SZ,20210701,5.76,5.88
000657.SZ,20210701,10.62,10.96
000659.SZ,20210701,3.42,3.32
000661.SZ,20210701,386.98,387.36
000663.SZ,20210701,11.86,11.45
000665.SZ,20210701,4.01,3.95
000666.SZ,20210701,7.99,7.82
000667.SZ,20210701,1.69,1.71
000668.SZ,20210701,17.9,18.08
000669.SZ,20210701,2.24,2.19
000671.SZ,20210701,5.21,5.27
000672.SZ,20210701,17.48,17.82
000673.SZ,20210701,1.86,1.77
000676.SZ,20210701,6.05,5.88
000677.SZ,20210701,2.84,2.78
000678.SZ,20210701,5.11,5.13
000679.SZ,20210701,4.09,4.09
000680.SZ,20210701,3.93,3.92
000681.SZ,20210701,12.91,12.86
000682.SZ,20210701,4.82,4.78
000683.SZ,20210701,4.75,4.61
000685.SZ,20210701,8.18,8.15
000686.SZ,20210701,8.53,8.26
000687.SZ,20210701,2.04,1.98
000688.SZ,20210701,8.74,8.61
000690.SZ,20210701,5.11,5.08
000691.SZ,20210701,5.14,5.16
000692.SZ,20210701,3.48,3.39
000695.SZ,20210701,5.91,5.81
000697.SZ,20210701,8.47,7.98
000698.SZ,20210701,6.73,6.51
000700.SZ,20210701,5.54,5.5
000701.SZ,20210701,5.72,5.52
000702.SZ,20210701,4.87,4.77
000703.SZ,20210701,11.93,12.06
000705.SZ,20210701,7.47,7.55
000707.SZ,20210701,4.25,4.2
000708.SZ,20210701,20.84,21.19
000709.SZ,20210701,2.47,2.43
000710.SZ,20210701,30.05,29.07
000711.SZ,20210701,2.62,2.57
000712.SZ,20210701,17.42,16.42
000713.SZ,20210701,8.86,8.78
000715.SZ,20210701,4.88,4.71
000716.SZ,20210701,3.29,3.23
000717.SZ,20210701,4.59,4.53
000718.SZ,20210701,8.14,8.7
000719.SZ,20210701,6.62,6.54
000720.SZ,20210701,4.02,4.01
000721.SZ,20210701,4.29,4.25
000722.SZ,20210701,7.13,7.02
000723.SZ,20210701,7.58,7.25
000725.SZ,20210701,6.24,6.07
000726.SZ,20210701,5.97,5.97
000727.SZ,20210701,2.63,2.6
000728.SZ,20210701,8.02,7.74
000729.SZ,20210701,7.24,7.15
000731.SZ,20210701,5.52,5.31
000732.SZ,20210701,2.17,2.17
000733.SZ,20210701,61.05,59.19
000735.SZ,20210701,7.9,7.83
000736.SZ,20210701,6.37,6.36
000737.SZ,20210701,8.75,8.66
000738.SZ,20210701,20.99,19.72
000739.SZ,20210701,29.41,28.51
000750.SZ,20210701,4.28,4.16
000751.SZ,20210701,3.23,3.18
000752.SZ,20210701,7.08,6.9
000753.SZ,20210701,2.67,2.61
000755.SZ,20210701,3.33,3.32
000756.SZ,20210701,8.68,8.7
000757.SZ,20210701,3.9,3.84
000758.SZ,20210701,4.75,4.65
000759.SZ,20210701,5.27,5.25
000760.SZ,20210701,0.3,0.3
000761.SZ,20210701,4.6,4.3
000762.SZ,20210701,26.63,25.0
000766.SZ,20210701,5.05,5.05
000767.SZ,20210701,3.27,3.19
000768.SZ,20210701,26.44,24.88
000776.SZ,20210701,15.28,15.03
000777.SZ,20210701,11.92,11.67
000778.SZ,20210701,3.73,3.69
000779.SZ,20210701,9.43,9.13
000780.SZ,20210701,5.76,5.63
000782.SZ,20210701,3.85,3.73
000783.SZ,20210701,7.39,7.18
000785.SZ,20210701,6.08,6.08
000786.SZ,20210701,39.25,39.85
000788.SZ,20210701,6.58,6.62
000789.SZ,20210701,11.43,11.74
000790.SZ,20210701,5.36,5.9
000791.SZ,20210701,4.3,4.2
000793.SZ,20210701,2.66,2.6
000795.SZ,20210701,5.0,4.92
000796.SZ,20210701,9.22,8.93
000797.SZ,20210701,3.13,3.11
000798.SZ,20210701,7.76,7.63
000799.SZ,20210701,259.1,262.0
000800.SZ,20210701,10.83,10.78
000801.SZ,20210701,6.81,6.7
000802.SZ,20210701,5.32,5.23
000803.SZ,20210701,14.69,14.44
000806.SZ,20210701,3.4,3.35
000807.SZ,20210701,11.84,11.28
000809.SZ,20210701,1.96,1.95
000810.SZ,20210701,8.53,8.13
000811.SZ,20210701,10.6,10.45
000812.SZ,20210701,3.5,3.42
000813.SZ,20210701,4.56,4.53
000815.SZ,20210701,5.22,5.11
000816.SZ,20210701,2.75,2.77
000818.SZ,20210701,29.8,27.38
000819.SZ,20210701,6.19,6.2
000820.SZ,20210701,3.34,3.27
000821.SZ,20210701,8.94,8.6
000822.SZ,20210701,7.78,7.39
000823.SZ,20210701,11.31,10.91
000825.SZ,20210701,7.7,7.21
000826.SZ,20210701,5.36,5.28
000828.SZ,20210701,11.92,11.2
000829.SZ,20210701,8.25,8.12
000830.SZ,20210701,18.49,17.7
000831.SZ,20210701,19.2,18.39
000833.SZ,20210701,4.53,4.45
000835.SZ,20210701,2.67,2.55
000836.SZ,20210701,2.34,2.31
000837.SZ,20210701,7.22,7.01
000838.SZ,20210701,2.78,2.81
000839.SZ,20210701,2.08,2.06
000848.SZ,20210701,12.0,11.42
000850.SZ,20210701,3.66,3.65
000851.SZ,20210701,6.79,6.36
000852.SZ,20210701,4.84,4.74
000856.SZ,20210701,6.63,6.48
000858.SZ,20210701,296.75,298.2
000859.SZ,20210701,5.93,5.92
000860.SZ,20210701,42.2,42.23
000861.SZ,20210701,2.11,2.09
000862.SZ,20210701,5.55,5.35
000863.SZ,20210701,3.31,3.27
000868.SZ,20210701,4.17,4.06
000869.SZ,20210701,37.18,36.35
000875.SZ,20210701,5.82,5.5
000876.SZ,20210701,14.75,14.46
000877.SZ,20210701,13.02,13.9
000878.SZ,20210701,12.84,12.56
000880.SZ,20210701,7.66,7.56
000881.SZ,20210701,10.34,9.99
000882.SZ,20210701,1.73,1.73
000883.SZ,20210701,4.62,4.52
000885.SZ,20210701,9.56,9.46
000886.SZ,20210701,4.55,4.49
000887.SZ,20210701,12.04,11.5
000888.SZ,20210701,6.42,6.32
000889.SZ,20210701,4.1,4.08
000890.SZ,20210701,5.99,5.93
000892.SZ,20210701,2.94,2.84
000893.SZ,20210701,16.84,18.37
000895.SZ,20210701,31.8,32.45
000897.SZ,20210701,2.1,2.1
000898.SZ,20210701,4.44,4.33
000899.SZ,20210701,5.03,4.89
000900.SZ,20210701,4.09,4.14
000901.SZ,20210701,8.65,8.36
000902.SZ,20210701,15.75,15.36
000903.SZ,20210701,3.92,3.91
000905.SZ,20210701,6.63,6.61
000906.SZ,20210701,13.0,12.06
000908.SZ,20210701,4.61,5.08
000909.SZ,20210701,7.14,7.1
000910.SZ,20210701,11.93,11.84
000911.SZ,20210701,10.22,9.91
000912.SZ,20210701,4.17,4.05
000913.SZ,20210701,17.87,18.03
000915.SZ,20210701,26.94,26.9
000917.SZ,20210701,4.92,4.83
000918.SZ,20210701,4.38,4.81
000919.SZ,20210701,7.41,7.72
000920.SZ,20210701,7.26,7.07
000921.SZ,20210701,14.17,14.32
000922.SZ,20210701,6.86,6.84
000923.SZ,20210701,19.09,18.91
000925.SZ,20210701,7.68,7.3
000926.SZ,20210701,4.38,4.4
000927.SZ,20210701,3.73,3.69
000928.SZ,20210701,9.51,9.37
000929.SZ,20210701,11.62,11.18
000930.SZ,20210701,8.98,8.9
000931.SZ,20210701,6.89,6.81
000932.SZ,20210701,6.8,6.61
000933.SZ,20210701,9.46,8.96
000935.SZ,20210701,13.7,14.47
000936.SZ,20210701,7.01,6.6
000937.SZ,20210701,3.92,3.89
000938.SZ,20210701,21.99,22.17
000948.SZ,20210701,13.4,12.86
000949.SZ,20210701,8.47,8.29
000950.SZ,20210701,5.02,5.08
000951.SZ,20210701,27.0,27.02
000952.SZ,20210701,7.81,7.78
000953.SZ,20210701,4.98,4.77
000955.SZ,20210701,5.32,5.37
000957.SZ,20210701,6.07,6.02
000958.SZ,20210701,4.28,4.3
000959.SZ,20210701,5.73,5.51
000960.SZ,20210701,15.98,15.6
000961.SZ,20210701,5.93,6.06
000962.SZ,20210701,9.38,8.85
000963.SZ,20210701,45.8,46.27
000965.SZ,20210701,2.62,2.6
000966.SZ,20210701,11.23,10.52
000967.SZ,20210701,6.85,6.85
000968.SZ,20210701,6.44,6.46
000969.SZ,20210701,8.58,8.03
000970.SZ,20210701,9.5,9.35
000971.SZ,20210701,2.6,2.55
000972.SZ,20210701,2.02,2.02
000973.SZ,20210701,4.33,4.22
000975.SZ,20210701,9.64,9.84
000976.SZ,20210701,5.98,5.82
000977.SZ,20210701,28.17,26.84
000978.SZ,20210701,6.08,5.74
000980.SZ,20210701,6.97,6.77
000981.SZ,20210701,2.0,1.94
000982.SZ,20210701,2.5,2.28
000983.SZ,20210701,8.05,7.8
000985.SZ,20210701,11.97,11.8
000987.SZ,20210701,12.76,12.26
000988.SZ,20210701,23.79,22.78
000989.SZ,20210701,9.9,10.44
000990.SZ,20210701,12.7,12.8
000993.SZ,20210701,9.5,8.99
000995.SZ,20210701,28.85,29.72
000996.SZ,20210701,9.53,9.2
000997.SZ,20210701,16.43,15.94
000998.SZ,20210701,15.94,15.64
000999.SZ,20210701,26.8,28.11
001201.SZ,20210701,41.02,40.61
001202.SZ,20210701,19.62,19.32
001203.SZ,20210701,20.17,20.4
001205.SZ,20210701,32.29,30.67
001206.SZ,20210701,63.3,63.45
001207.SZ,20210701,32.3,29.8
001208.SZ,20210701,8.5,8.5
001696.SZ,20210701,8.0,7.96
001872.SZ,20210701,16.94,16.61
001896.SZ,20210701,8.37,8.06
001914.SZ,20210701,17.18,16.97
001965.SZ,20210701,7.23,7.18
001979.SZ,20210701,11.18,11.46
002001.SZ,20210701,28.7,28.71
002002.SZ,20210701,3.93,3.77
002003.SZ,20210701,6.24,6.22
002004.SZ,20210701,6.2,6.25
002005.SZ,20210701,1.77,1.76
002006.SZ,20210701,8.5,8.06
002007.SZ,20210701,36.68,37.07
002008.SZ,20210701,41.0,38.77
002009.SZ,20210701,11.9,11.51
002010.SZ,20210701,7.82,7.84
002011.SZ,20210701,5.87,5.7
002012.SZ,20210701,5.55,5.38
002013.SZ,20210701,10.12,9.78
002014.SZ,20210701,8.66,8.63
002015.SZ,20210701,9.01,9.05
002016.SZ,20210701,6.36,6.29
002017.SZ,20210701,11.41,10.93
002019.SZ,20210701,17.21,17.61
002020.SZ,20210701,8.5,8.65
002021.SZ,20210701,2.09,2.08
002022.SZ,20210701,18.1,18.09
002023.SZ,20210701,15.08,13.44
002025.SZ,20210701,50.5,48.77
002026.SZ,20210701,13.74,13.21
002027.SZ,20210701,9.41,9.19
002028.SZ,20210701,30.79,30.07
002029.SZ,20210701,6.66,6.79
002030.SZ,20210701,21.2,21.07
002031.SZ,20210701,1.79,1.77
002032.SZ,20210701,64.12,63.78
002033.SZ,20210701,6.29,6.23
002034.SZ,20210701,15.9,15.56
002035.SZ,20210701,7.2,7.13
002036.SZ,20210701,13.5,12.9
002037.SZ,20210701,5.98,5.95
002038.SZ,20210701,10.58,10.76
002039.SZ,20210701,14.42,14.29
002040.SZ,20210701,6.04,5.95
002041.SZ,20210701,15.11,14.88
002042.SZ,20210701,4.88,4.8
002043.SZ,20210701,9.85,9.79
002044.SZ,20210701,9.14,9.14
002045.SZ,20210701,12.59,11.9
002046.SZ,20210701,8.78,8.53
002047.SZ,20210701,3.49,3.36
002048.SZ,20210701,19.78,18.74
002049.SZ,20210701,155.38,150.0
002050.SZ,20210701,24.25,23.38
002051.SZ,20210701,6.39,6.35
002052.SZ,20210701,1.89,1.81
002053.SZ,20210701,7.66,7.47
002054.SZ,20210701,10.91,10.58
002055.SZ,20210701,12.92,12.19
002056.SZ,20210701,13.0,12.54
002057.SZ,20210701,6.89,6.73
002058.SZ,20210701,9.5,8.94
002059.SZ,20210701,5.65,5.49
002060.SZ,20210701,3.51,3.42
002061.SZ,20210701,5.33,5.32
002062.SZ,20210701,4.15,4.07
002063.SZ,20210701,7.92,7.57
002064.SZ,20210701,14.31,14.21
002065.SZ,20210701,7.96,7.69
002066.SZ,20210701,9.86,9.8
002067.SZ,20210701,3.68,3.66
002068.SZ,20210701,7.55,7.03
002069.SZ,20210701,3.41,3.33
002072.SZ,20210701,5.49,5.3
002073.SZ,20210701,4.85,4.77
002074.SZ,20210701,43.21,41.74
002075.SZ,20210701,12.0,12.0
002076.SZ,20210701,2.08,2.04
002077.SZ,20210701,7.34,7.05
002078.SZ,20210701,13.6,13.83
002079.SZ,20210701,12.46,11.75
002080.SZ,20210701,25.9,25.5
002081.SZ,20210701,7.93,7.94
002082.SZ,20210701,12.36,12.41
002083.SZ,20210701,4.32,4.32
002084.SZ,20210701,5.39,5.31
002085.SZ,20210701,5.63,5.47
002086.SZ,20210701,1.79,1.75
002087.SZ,20210701,3.4,3.39
002088.SZ,20210701,22.96,22.6
002089.SZ,20210701,2.37,2.31
002090.SZ,20210701,8.67,8.47
002091.SZ,20210701,9.0,8.89
002092.SZ,20210701,10.28,9.66
002093.SZ,20210701,6.3,6.12
002094.SZ,20210701,4.1,4.02
002095.SZ,20210701,13.92,13.38
002096.SZ,20210701,8.03,7.7
002097.SZ,20210701,8.51,8.09
002098.SZ,20210701,5.86,6.03
002099.SZ,20210701,8.1,8.1
002100.SZ,20210701,8.91,8.77
002101.SZ,20210701,8.18,7.95
002102.SZ,20210701,2.07,2.13
002103.SZ,20210701,4.32,4.25
002104.SZ,20210701,5.92,5.73
002105.SZ,20210701,7.97,7.91
002106.SZ,20210701,11.3,10.98
002107.SZ,20210701,7.43,7.89
002108.SZ,20210701,5.51,5.14
002109.SZ,20210701,4.77,4.63
002110.SZ,20210701,6.78,6.7
002111.SZ,20210701,18.5,18.03
002112.SZ,20210701,7.13,6.96
002113.SZ,20210701,1.69,1.64
002114.SZ,20210701,6.38,6.31
002115.SZ,20210701,5.85,5.66
002116.SZ,20210701,6.18,6.12
002117.SZ,20210701,8.41,8.39
002118.SZ,20210701,2.67,2.95
002119.SZ,20210701,16.01,15.7
002120.SZ,20210701,13.59,13.26
002121.SZ,20210701,4.27,4.21
002122.SZ,20210701,2.78,2.72
002123.SZ,20210701,18.06,17.34
002124.SZ,20210701,7.08,7.09
002125.SZ,20210701,7.98,7.66
002126.SZ,20210701,10.42,10.2
002127.SZ,20210701,9.77,9.93
002128.SZ,20210701,10.38,10.23
002129.SZ,20210701,38.6,36.91
002130.SZ,20210701,6.39,6.13
002131.SZ,20210701,2.36,2.32
002132.SZ,20210701,3.77,3.63
002133.SZ,20210701,2.95,2.94
002134.SZ,20210701,8.32,7.99
002135.SZ,20210701,7.59,7.53
002136.SZ,20210701,14.35,13.4
002137.SZ,20210701,6.03,5.9
002138.SZ,20210701,38.0,36.6
002139.SZ,20210701,17.93,16.9
002140.SZ,20210701,7.36,7.14
002141.SZ,20210701,4.11,3.98
002142.SZ,20210701,39.2,39.85
002144.SZ,20210701,9.15,9.04
002145.SZ,20210701,12.95,12.87
002146.SZ,20210701,5.65,5.75
002147.SZ,20210701,3.8,3.75
002148.SZ,20210701,4.55,4.37
002149.SZ,20210701,16.11,15.04
002150.SZ,20210701,5.94,5.84
002151.SZ,20210701,43.1,41.41
002152.SZ,20210701,13.18,12.49
002153.SZ,20210701,23.64,23.18
002154.SZ,20210701,6.37,6.74
002155.SZ,20210701,7.76,7.8
002156.SZ,20210701,24.22,23.92
002157.SZ,20210701,12.01,11.9
002158.SZ,20210701,26.3,26.42
002159.SZ,20210701,10.94,10.79
002160.SZ,20210701,4.08,3.89
002161.SZ,20210701,5.45,5.17
002162.SZ,20210701,5.47,5.48
002163.SZ,20210701,17.36,17.18
002164.SZ,20210701,5.28,5.15
002165.SZ,20210701,4.66,4.61
002166.SZ,20210701,7.81,7.65
002167.SZ,20210701,6.84,6.62
002168.SZ,20210701,4.4,4.27
002169.SZ,20210701,12.15,10.98
002170.SZ,20210701,3.79,3.82
002171.SZ,20210701,8.75,8.43
002172.SZ,20210701,5.05,5.1
002173.SZ,20210701,6.67,6.64
002174.SZ,20210701,17.52,16.69
002175.SZ,20210701,2.45,2.55
002176.SZ,20210701,7.71,8.46
002177.SZ,20210701,7.69,7.49
002178.SZ,20210701,3.8,3.57
002179.SZ,20210701,79.85,74.9
002180.SZ,20210701,32.06,32.0
002181.SZ,20210701,4.28,4.26
002182.SZ,20210701,11.99,11.52
002183.SZ,20210701,5.85,5.8
002184.SZ,20210701,12.19,11.65
002185.SZ,20210701,15.12,14.76
002186.SZ,20210701,10.5,10.46
002187.SZ,20210701,8.02,7.89
002188.SZ,20210701,3.5,3.42
002189.SZ,20210701,16.25,15.87
002190.SZ,20210701,26.0,24.75
002191.SZ,20210701,10.65,10.61
002192.SZ,20210701,68.72,71.2
002193.SZ,20210701,5.83,5.93
002194.SZ,20210701,13.5,12.7
002195.SZ,20210701,2.04,2.01
002196.SZ,20210701,8.41,7.8
002197.SZ,20210701,7.35,7.38
002198.SZ,20210701,9.79,9.8
002199.SZ,20210701,7.05,6.87
002200.SZ,20210701,5.35,5.31
002201.SZ,20210701,15.5,15.38
002202.SZ,20210701,12.18,11.73
002203.SZ,20210701,10.73,10.51
002204.SZ,20210701,3.66,3.62
002205.SZ,20210701,7.12,6.94
002206.SZ,20210701,6.21,6.0
002207.SZ,20210701,6.03,5.77
002208.SZ,20210701,8.04,8.11
002209.SZ,20210701,6.83,6.74
002210.SZ,20210701,2.73,2.7
002211.SZ,20210701,5.13,4.92
002212.SZ,20210701,19.51,19.17
002213.SZ,20210701,13.81,13.76
002214.SZ,20210701,19.45,18.71
002215.SZ,20210701,5.63,5.53
002216.SZ,20210701,16.4,16.82
002217.SZ,20210701,3.58,3.51
002218.SZ,20210701,5.96,5.44
002219.SZ,20210701,3.45,3.39
002221.SZ,20210701,10.91,10.78
002222.SZ,20210701,16.24,15.8
002223.SZ,20210701,38.59,37.8
002224.SZ,20210701,4.73,4.67
002225.SZ,20210701,4.23,4.21
002226.SZ,20210701,5.12,5.18
002227.SZ,20210701,17.83,17.2
002228.SZ,20210701,3.74,3.7
002229.SZ,20210701,6.3,6.24
002230.SZ,20210701,66.98,65.4
002231.SZ,20210701,5.41,5.16
002232.SZ,20210701,11.76,11.37
002233.SZ,20210701,10.26,10.41
002234.SZ,20210701,15.04,15.12
002235.SZ,20210701,4.89,4.69
002236.SZ,20210701,21.1,20.78
002237.SZ,20210701,11.52,11.55
002238.SZ,20210701,6.33,6.13
002239.SZ,20210701,3.69,3.67
002240.SZ,20210701,28.7,28.44
002241.SZ,20210701,42.88,42.71
002242.SZ,20210701,32.7,31.8
002243.SZ,20210701,9.48,9.3
002244.SZ,20210701,4.2,4.26
002245.SZ,20210701,19.5,19.37
002246.SZ,20210701,7.2,6.9
002247.SZ,20210701,2.84,2.77
002248.SZ,20210701,6.39,6.25
002249.SZ,20210701,4.97,4.74
002250.SZ,20210701,27.76,27.25
002251.SZ,20210701,7.61,7.48
002252.SZ,20210701,7.5,7.54
002253.SZ,20210701,16.6,16.4
002254.SZ,20210701,20.27,19.81
002255.SZ,20210701,4.38,4.26
002256.SZ,20210701,3.0,3.08
002258.SZ,20210701,25.86,24.76
002259.SZ,20210701,3.78,3.78
002261.SZ,20210701,10.31,9.95
002262.SZ,20210701,15.38,15.55
002263.SZ,20210701,2.83,2.74
002264.SZ,20210701,4.21,4.2
002265.SZ,20210701,6.73,6.53
002266.SZ,20210701,5.01,4.91
002267.SZ,20210701,6.85,6.87
002268.SZ,20210701,19.52,18.94
002269.SZ,20210701,3.64,3.57
002270.SZ,20210701,4.71,4.62
002271.SZ,20210701,54.67,55.45
002272.SZ,20210701,5.3,5.32
002273.SZ,20210701,14.62,14.0
002274.SZ,20210701,10.09,9.37
002275.SZ,20210701,13.47,14.1
002276.SZ,20210701,6.65,6.54
002277.SZ,20210701,3.44,3.44
002278.SZ,20210701,5.92,5.81
002279.SZ,20210701,5.17,4.97
002280.SZ,20210701,5.79,5.79
